#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.103|CODESYSTEMNAME=ICD9DIAG|CODESYSTEMDISPLAYNAME=ICD9DIAG|VERSION=2013|DESCRIPTION=ICD9DIAG|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato|AUTHORITYDESCRIPTION=Insiel Mercato|AUTHORITYCONTACTINFORMATION=Insiel Mercato|VALIDFROM=23/01/2013 10:03
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|TRANSLATION[it]|CODE EQUIVALENT [T]|CODE EQUIVALENT [S]|VALID FROM|VALID TO
200.24|200.24|LINFOMA O TUMORE DI BURKITT,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|LINFOMA O TUMORE DI BURKITT,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|C|0|LINFOMA O TUMORE DI BURKITT,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|||12/12/2013 12:15|
200.25|200.25|LINFOMA O TUMORE DI BURKITT,LINFONODI INGUINALI E DELL'ARTO INFERIORE|LINFOMA O TUMORE DI BURKITT,LINFONODI INGUINALI E DELL'ARTO INFERIORE|C|0|LINFOMA O TUMORE DI BURKITT,LINFONODI INGUINALI E DELL'ARTO INFERIORE|||12/12/2013 12:15|
200.26|200.26|LINFOMA O TUMORE DI BURKITT,LINFONODI PELVICI|LINFOMA O TUMORE DI BURKITT,LINFONODI PELVICI|C|0|LINFOMA O TUMORE DI BURKITT,LINFONODI PELVICI|||12/12/2013 12:15|
200.27|200.27|LINFOMA O TUMORE DI BURKITT,MILZA|LINFOMA O TUMORE DI BURKITT,MILZA|C|0|LINFOMA O TUMORE DI BURKITT,MILZA|||12/12/2013 12:15|
200.28|200.28|LINFOMA O TUMORE DI BURKITT,LINFONODI DI SITI MULTIPLI|LINFOMA O TUMORE DI BURKITT,LINFONODI DI SITI MULTIPLI|C|0|LINFOMA O TUMORE DI BURKITT,LINFONODI DI SITI MULTIPLI|||12/12/2013 12:15|
DEPRECATED.200.8|200.8|LINFOSARCOMA MISTO|LINFOSARCOMA MISTO|C|0|LINFOSARCOMA MISTO|||12/12/2013 12:15|
200.80|200.80|ALTRE VARIANTI,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|ALTRE VARIANTI,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|C|0|ALTRE VARIANTI,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|||12/12/2013 12:15|
200.81|200.81|ALTRE VARIANTI,LINFONODI DELLA TESTA E DEL COLLO|ALTRE VARIANTI,LINFONODI DELLA TESTA E DEL COLLO|C|0|ALTRE VARIANTI,LINFONODI DELLA TESTA E DEL COLLO|||12/12/2013 12:15|
200.82|200.82|ALTRE VARIANTI,LINFONODI INTRATORACICI,MEDIASTINICI|ALTRE VARIANTI,LINFONODI INTRATORACICI,MEDIASTINICI|C|0|ALTRE VARIANTI,LINFONODI INTRATORACICI,MEDIASTINICI|||12/12/2013 12:15|
200.83|200.83|ALTRE VARIANTI,LINFONODI INTRAADDOMINALI|ALTRE VARIANTI,LINFONODI INTRAADDOMINALI|C|0|ALTRE VARIANTI,LINFONODI INTRAADDOMINALI|||12/12/2013 12:15|
200.84|200.84|ALTRE VARIANTI,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|ALTRE VARIANTI,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|C|0|ALTRE VARIANTI,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|||12/12/2013 12:15|
200.85|200.85|ALTRE VARIANTI,LINFONODI INGUINALI E DELL'ARTO INFERIORE|ALTRE VARIANTI,LINFONODI INGUINALI E DELL'ARTO INFERIORE|C|0|ALTRE VARIANTI,LINFONODI INGUINALI E DELL'ARTO INFERIORE|||12/12/2013 12:15|
200.86|200.86|ALTRE VARIANTI,LINFONODI PELVICI|ALTRE VARIANTI,LINFONODI PELVICI|C|0|ALTRE VARIANTI,LINFONODI PELVICI|||12/12/2013 12:15|
200.87|200.87|ALTRE VARIANTI,MILZA|ALTRE VARIANTI,MILZA|C|0|ALTRE VARIANTI,MILZA|||12/12/2013 12:15|
200.88|200.88|ALTRE VARIANTI,LINFONODI DI SITI MULTIPLI|ALTRE VARIANTI,LINFONODI DI SITI MULTIPLI|C|0|ALTRE VARIANTI,LINFONODI DI SITI MULTIPLI|||12/12/2013 12:15|
DEPRECATED.201|201|MALATTIA HODGKIN|MALATTIA HODGKIN|C|0|MALATTIA HODGKIN|||12/12/2013 12:15|
DEPRECATED.201.0|201.0|PARAGRANULOMA HODGKIN|PARAGRANULOMA HODGKIN|C|0|PARAGRANULOMA HODGKIN|||12/12/2013 12:15|
201.00|201.00|PARAGRANULOMA DI HODGKIN,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|PARAGRANULOMA DI HODGKIN,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|C|0|PARAGRANULOMA DI HODGKIN,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|||12/12/2013 12:15|
201.01|201.01|PARAGRANULOMA DI HODGKIN,LINFONODI DELLA TESTA E DEL COLLO|PARAGRANULOMA DI HODGKIN,LINFONODI DELLA TESTA E DEL COLLO|C|0|PARAGRANULOMA DI HODGKIN,LINFONODI DELLA TESTA E DEL COLLO|||12/12/2013 12:15|
201.02|201.02|PARAGRANULOMA DI HODGKIN,LINFONODI INTRATORACICI,MEDIASTINICI|PARAGRANULOMA DI HODGKIN,LINFONODI INTRATORACICI,MEDIASTINICI|C|0|PARAGRANULOMA DI HODGKIN,LINFONODI INTRATORACICI,MEDIASTINICI|||12/12/2013 12:15|
201.03|201.03|PARAGRANULOMA DI HODGKIN,LINFONODI INTRAADDOMINALI|PARAGRANULOMA DI HODGKIN,LINFONODI INTRAADDOMINALI|C|0|PARAGRANULOMA DI HODGKIN,LINFONODI INTRAADDOMINALI|||12/12/2013 12:15|
201.04|201.04|PARAGRANULOMA DI HODGKIN,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|PARAGRANULOMA DI HODGKIN,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|C|0|PARAGRANULOMA DI HODGKIN,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|||12/12/2013 12:15|
201.05|201.05|PARAGRANULOMA DI HODGKIN,LINFONODI INGUINALI E DELL'ARTO INFERIORE|PARAGRANULOMA DI HODGKIN,LINFONODI INGUINALI E DELL'ARTO INFERIORE|C|0|PARAGRANULOMA DI HODGKIN,LINFONODI INGUINALI E DELL'ARTO INFERIORE|||12/12/2013 12:15|
201.06|201.06|PARAGRANULOMA DI HODGKIN,LINFONODI PELVICI|PARAGRANULOMA DI HODGKIN,LINFONODI PELVICI|C|0|PARAGRANULOMA DI HODGKIN,LINFONODI PELVICI|||12/12/2013 12:15|
201.07|201.07|PARAGRANULOMA DI HODGKIN,MILZA|PARAGRANULOMA DI HODGKIN,MILZA|C|0|PARAGRANULOMA DI HODGKIN,MILZA|||12/12/2013 12:15|
201.08|201.08|PARAGRANULOMA DI HODGKIN,LINFONODI DI SITI MULTIPLI|PARAGRANULOMA DI HODGKIN,LINFONODI DI SITI MULTIPLI|C|0|PARAGRANULOMA DI HODGKIN,LINFONODI DI SITI MULTIPLI|||12/12/2013 12:15|
DEPRECATED.201.1|201.1|GRANULOMA HODGKIN|GRANULOMA HODGKIN|C|0|GRANULOMA HODGKIN|||12/12/2013 12:15|
201.10|201.10|GRANULOMA DI HODGKIN,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|GRANULOMA DI HODGKIN,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|C|0|GRANULOMA DI HODGKIN,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|||12/12/2013 12:15|
201.11|201.11|GRANULOMA DI HODGKIN,LINFONODI DELLA TESTA E DEL COLLO|GRANULOMA DI HODGKIN,LINFONODI DELLA TESTA E DEL COLLO|C|0|GRANULOMA DI HODGKIN,LINFONODI DELLA TESTA E DEL COLLO|||12/12/2013 12:15|
201.12|201.12|GRANULOMA DI HODGKIN,LINFONODI INTRATORACICI,MEDIASTINICI|GRANULOMA DI HODGKIN,LINFONODI INTRATORACICI,MEDIASTINICI|C|0|GRANULOMA DI HODGKIN,LINFONODI INTRATORACICI,MEDIASTINICI|||12/12/2013 12:15|
201.13|201.13|GRANULOMA DI HODGKIN,LINFONODI INTRAADDOMINALI|GRANULOMA DI HODGKIN,LINFONODI INTRAADDOMINALI|C|0|GRANULOMA DI HODGKIN,LINFONODI INTRAADDOMINALI|||12/12/2013 12:15|
201.14|201.14|GRANULOMA DI HODGKIN,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|GRANULOMA DI HODGKIN,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|C|0|GRANULOMA DI HODGKIN,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|||12/12/2013 12:15|
201.15|201.15|GRANULOMA DI HODGKIN,LINFONODI INGUINALI E DELL'ARTO INFERIORE|GRANULOMA DI HODGKIN,LINFONODI INGUINALI E DELL'ARTO INFERIORE|C|0|GRANULOMA DI HODGKIN,LINFONODI INGUINALI E DELL'ARTO INFERIORE|||12/12/2013 12:15|
201.16|201.16|GRANULOMA DI HODGKIN,LINFONODI PELVICI|GRANULOMA DI HODGKIN,LINFONODI PELVICI|C|0|GRANULOMA DI HODGKIN,LINFONODI PELVICI|||12/12/2013 12:15|
201.17|201.17|GRANULOMA DI HODGKIN,MILZA|GRANULOMA DI HODGKIN,MILZA|C|0|GRANULOMA DI HODGKIN,MILZA|||12/12/2013 12:15|
201.18|201.18|GRANULOMA DI HODGKIN,LINFONODI DI SITI MULTIPLI|GRANULOMA DI HODGKIN,LINFONODI DI SITI MULTIPLI|C|0|GRANULOMA DI HODGKIN,LINFONODI DI SITI MULTIPLI|||12/12/2013 12:15|
DEPRECATED.201.2|201.2|SARCOMA HODGKIN|SARCOMA HODGKIN|C|0|SARCOMA HODGKIN|||12/12/2013 12:15|
201.20|201.20|SARCOMA DI HODGKIN,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|SARCOMA DI HODGKIN,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|C|0|SARCOMA DI HODGKIN,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|||12/12/2013 12:15|
201.21|201.21|SARCOMA DI HODGKIN,LINFONODI DELLA TESTA E DEL COLLO|SARCOMA DI HODGKIN,LINFONODI DELLA TESTA E DEL COLLO|C|0|SARCOMA DI HODGKIN,LINFONODI DELLA TESTA E DEL COLLO|||12/12/2013 12:15|
201.22|201.22|SARCOMA DI HODGKIN,LINFONODI INTRATORACICI,MEDIASTINICI|SARCOMA DI HODGKIN,LINFONODI INTRATORACICI,MEDIASTINICI|C|0|SARCOMA DI HODGKIN,LINFONODI INTRATORACICI,MEDIASTINICI|||12/12/2013 12:15|
201.23|201.23|SARCOMA DI HODGKIN,LINFONODI INTRAADDOMINALI|SARCOMA DI HODGKIN,LINFONODI INTRAADDOMINALI|C|0|SARCOMA DI HODGKIN,LINFONODI INTRAADDOMINALI|||12/12/2013 12:15|
201.24|201.24|SARCOMA DI HODGKIN,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|SARCOMA DI HODGKIN,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|C|0|SARCOMA DI HODGKIN,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|||12/12/2013 12:15|
201.25|201.25|SARCOMA DI HODGKIN,LINFONODI INGUINALI E DELL'ARTO INFERIORE|SARCOMA DI HODGKIN,LINFONODI INGUINALI E DELL'ARTO INFERIORE|C|0|SARCOMA DI HODGKIN,LINFONODI INGUINALI E DELL'ARTO INFERIORE|||12/12/2013 12:15|
201.26|201.26|SARCOMA DI HODGKIN,LINFONODI PELVICI|SARCOMA DI HODGKIN,LINFONODI PELVICI|C|0|SARCOMA DI HODGKIN,LINFONODI PELVICI|||12/12/2013 12:15|
201.27|201.27|SARCOMA DI HODGKIN,MILZA|SARCOMA DI HODGKIN,MILZA|C|0|SARCOMA DI HODGKIN,MILZA|||12/12/2013 12:15|
201.28|201.28|SARCOMA DI HODGKIN,LINFONODI DI SITI MULTIPLI|SARCOMA DI HODGKIN,LINFONODI DI SITI MULTIPLI|C|0|SARCOMA DI HODGKIN,LINFONODI DI SITI MULTIPLI|||12/12/2013 12:15|
DEPRECATED.201.4|201.4|HODGKIN LINF-ISTIOCIT|HODGKIN LINF-ISTIOCIT|C|0|HODGKIN LINF-ISTIOCIT|||12/12/2013 12:15|
201.40|201.40|PREDOMINANZA LINFOCITICO-ISTIOCITICA,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|PREDOMINANZA LINFOCITICO-ISTIOCITICA,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|C|0|PREDOMINANZA LINFOCITICO-ISTIOCITICA,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|||12/12/2013 12:15|
201.41|201.41|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI DELLA TESTA E DEL COLLO|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI DELLA TESTA E DEL COLLO|C|0|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI DELLA TESTA E DEL COLLO|||12/12/2013 12:15|
201.42|201.42|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI INTRATORACICI,MEDIASTINICI|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI INTRATORACICI,MEDIASTINICI|C|0|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI INTRATORACICI,MEDIASTINICI|||12/12/2013 12:15|
201.43|201.43|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI INTRAADDOMINALI|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI INTRAADDOMINALI|C|0|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI INTRAADDOMINALI|||12/12/2013 12:15|
201.44|201.44|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|C|0|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|||12/12/2013 12:15|
201.45|201.45|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI INGUINALI E DELL'ARTO INFERIORE|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI INGUINALI E DELL'ARTO INFERIORE|C|0|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI INGUINALI E DELL'ARTO INFERIORE|||12/12/2013 12:15|
201.46|201.46|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI PELVICI|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI PELVICI|C|0|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI PELVICI|||12/12/2013 12:15|
201.47|201.47|PREDOMINANZA LINFOCITICO-ISTIOCITICA,MILZA|PREDOMINANZA LINFOCITICO-ISTIOCITICA,MILZA|C|0|PREDOMINANZA LINFOCITICO-ISTIOCITICA,MILZA|||12/12/2013 12:15|
201.48|201.48|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI DI SITI MULTIPLI|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI DI SITI MULTIPLI|C|0|PREDOMINANZA LINFOCITICO-ISTIOCITICA,LINFONODI DI SITI MULTIPLI|||12/12/2013 12:15|
DEPRECATED.201.5|201.5|HODGKIN SCLEROSI NODUL|HODGKIN SCLEROSI NODUL|C|0|HODGKIN SCLEROSI NODUL|||12/12/2013 12:15|
201.50|201.50|SCLEROSI NODULARE,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|SCLEROSI NODULARE,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|C|0|SCLEROSI NODULARE,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|||12/12/2013 12:15|
201.51|201.51|SCLEROSI NODULARE,LINFONODI DELLA TESTA E DEL COLLO|SCLEROSI NODULARE,LINFONODI DELLA TESTA E DEL COLLO|C|0|SCLEROSI NODULARE,LINFONODI DELLA TESTA E DEL COLLO|||12/12/2013 12:15|
201.52|201.52|SCLEROSI NODULARE,LINFONODI INTRATORACICI,MEDIASTINICI|SCLEROSI NODULARE,LINFONODI INTRATORACICI,MEDIASTINICI|C|0|SCLEROSI NODULARE,LINFONODI INTRATORACICI,MEDIASTINICI|||12/12/2013 12:15|
201.53|201.53|SCLEROSI NODULARE,LINFONODI INTRAADDOMINALI|SCLEROSI NODULARE,LINFONODI INTRAADDOMINALI|C|0|SCLEROSI NODULARE,LINFONODI INTRAADDOMINALI|||12/12/2013 12:15|
201.54|201.54|SCLEROSI NODULARE,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|SCLEROSI NODULARE,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|C|0|SCLEROSI NODULARE,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|||12/12/2013 12:15|
201.55|201.55|SCLEROSI NODULARE,LINFONODI INGUINALI E DELL'ARTO INFERIORE|SCLEROSI NODULARE,LINFONODI INGUINALI E DELL'ARTO INFERIORE|C|0|SCLEROSI NODULARE,LINFONODI INGUINALI E DELL'ARTO INFERIORE|||12/12/2013 12:15|
201.56|201.56|SCLEROSI NODULARE,LINFONODI PELVICI|SCLEROSI NODULARE,LINFONODI PELVICI|C|0|SCLEROSI NODULARE,LINFONODI PELVICI|||12/12/2013 12:15|
201.57|201.57|SCLEROSI NODULARE,MILZA|SCLEROSI NODULARE,MILZA|C|0|SCLEROSI NODULARE,MILZA|||12/12/2013 12:15|
201.58|201.58|SCLEROSI NODULARE,LINFONODI DI SITI MULTIPLI|SCLEROSI NODULARE,LINFONODI DI SITI MULTIPLI|C|0|SCLEROSI NODULARE,LINFONODI DI SITI MULTIPLI|||12/12/2013 12:15|
DEPRECATED.201.6|201.6|HODGKIN CELLULARITA MIST|HODGKIN CELLULARITA MIST|C|0|HODGKIN CELLULARITA MIST|||12/12/2013 12:15|
201.60|201.60|CELLULARITÀ MISTA,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|CELLULARITÀ MISTA,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|C|0|CELLULARITÀ MISTA,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|||12/12/2013 12:15|
201.61|201.61|CELLULARITÀ MISTA,LINFONODI DELLA TESTA E DEL COLLO|CELLULARITÀ MISTA,LINFONODI DELLA TESTA E DEL COLLO|C|0|CELLULARITÀ MISTA,LINFONODI DELLA TESTA E DEL COLLO|||12/12/2013 12:15|
201.62|201.62|CELLULARITÀ MISTA,LINFONODI INTRATORACICI,MEDIASTINICI|CELLULARITÀ MISTA,LINFONODI INTRATORACICI,MEDIASTINICI|C|0|CELLULARITÀ MISTA,LINFONODI INTRATORACICI,MEDIASTINICI|||12/12/2013 12:15|
201.63|201.63|CELLULARITÀ MISTA,LINFONODI INTRAADDOMINALI|CELLULARITÀ MISTA,LINFONODI INTRAADDOMINALI|C|0|CELLULARITÀ MISTA,LINFONODI INTRAADDOMINALI|||12/12/2013 12:15|
201.64|201.64|CELLULARITÀ MISTA,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|CELLULARITÀ MISTA,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|C|0|CELLULARITÀ MISTA,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|||12/12/2013 12:15|
201.65|201.65|CELLULARITÀ MISTA,LINFONODI INGUINALI E DELL'ARTO INFERIORE|CELLULARITÀ MISTA,LINFONODI INGUINALI E DELL'ARTO INFERIORE|C|0|CELLULARITÀ MISTA,LINFONODI INGUINALI E DELL'ARTO INFERIORE|||12/12/2013 12:15|
201.66|201.66|CELLULARITÀ MISTA,LINFONODI PELVICI|CELLULARITÀ MISTA,LINFONODI PELVICI|C|0|CELLULARITÀ MISTA,LINFONODI PELVICI|||12/12/2013 12:15|
201.67|201.67|CELLULARITÀ MISTA,MILZA|CELLULARITÀ MISTA,MILZA|C|0|CELLULARITÀ MISTA,MILZA|||12/12/2013 12:15|
201.68|201.68|CELLULARITÀ MISTA,LINFONODI DI SITI MULTIPLI|CELLULARITÀ MISTA,LINFONODI DI SITI MULTIPLI|C|0|CELLULARITÀ MISTA,LINFONODI DI SITI MULTIPLI|||12/12/2013 12:15|
DEPRECATED.201.7|201.7|HODG DEPLEZ LINFOCITICA|HODG DEPLEZ LINFOCITICA|C|0|HODG DEPLEZ LINFOCITICA|||12/12/2013 12:15|
201.70|201.70|DEPLEZIONE LINFOCITARIA,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|DEPLEZIONE LINFOCITARIA,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|C|0|DEPLEZIONE LINFOCITARIA,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|||12/12/2013 12:15|
201.71|201.71|DEPLEZIONE LINFOCITARIA,LINFONODI DELLA TESTA E DEL COLLO|DEPLEZIONE LINFOCITARIA,LINFONODI DELLA TESTA E DEL COLLO|C|0|DEPLEZIONE LINFOCITARIA,LINFONODI DELLA TESTA E DEL COLLO|||12/12/2013 12:15|
201.72|201.72|DEPLEZIONE LINFOCITARIA,LINFONODI INTRATORACICI,MEDIASTINICI|DEPLEZIONE LINFOCITARIA,LINFONODI INTRATORACICI,MEDIASTINICI|C|0|DEPLEZIONE LINFOCITARIA,LINFONODI INTRATORACICI,MEDIASTINICI|||12/12/2013 12:15|
201.73|201.73|DEPLEZIONE LINFOCITARIA,LINFONODI INTRAADDOMINALI|DEPLEZIONE LINFOCITARIA,LINFONODI INTRAADDOMINALI|C|0|DEPLEZIONE LINFOCITARIA,LINFONODI INTRAADDOMINALI|||12/12/2013 12:15|
201.74|201.74|DEPLEZIONE LINFOCITARIA,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|DEPLEZIONE LINFOCITARIA,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|C|0|DEPLEZIONE LINFOCITARIA,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|||12/12/2013 12:15|
201.75|201.75|DEPLEZIONE LINFOCITARIA,LINFONODI INGUINALI E DELL'ARTO INFERIORE|DEPLEZIONE LINFOCITARIA,LINFONODI INGUINALI E DELL'ARTO INFERIORE|C|0|DEPLEZIONE LINFOCITARIA,LINFONODI INGUINALI E DELL'ARTO INFERIORE|||12/12/2013 12:15|
201.76|201.76|DEPLEZIONE LINFOCITARIA,LINFONODI PELVICI|DEPLEZIONE LINFOCITARIA,LINFONODI PELVICI|C|0|DEPLEZIONE LINFOCITARIA,LINFONODI PELVICI|||12/12/2013 12:15|
201.77|201.77|DEPLEZIONE LINFOCITARIA,MILZA|DEPLEZIONE LINFOCITARIA,MILZA|C|0|DEPLEZIONE LINFOCITARIA,MILZA|||12/12/2013 12:15|
201.78|201.78|DEPLEZIONE LINFOCITARIA,LINFONODI DI SITI MULTIPLI|DEPLEZIONE LINFOCITARIA,LINFONODI DI SITI MULTIPLI|C|0|DEPLEZIONE LINFOCITARIA,LINFONODI DI SITI MULTIPLI|||12/12/2013 12:15|
DEPRECATED.201.9|201.9|MALATTIA HODGKIN SAI|MALATTIA HODGKIN SAI|C|0|MALATTIA HODGKIN SAI|||12/12/2013 12:15|
201.90|201.90|MALATTIA DI HODGKIN,NON SPECIFICATA,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|MALATTIA DI HODGKIN,NON SPECIFICATA,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|C|0|MALATTIA DI HODGKIN,NON SPECIFICATA,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|||12/12/2013 12:15|
201.91|201.91|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI DELLA TESTA E DEL COLLO|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI DELLA TESTA E DEL COLLO|C|0|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI DELLA TESTA E DEL COLLO|||12/12/2013 12:15|
201.92|201.92|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI INTRATORACICI,MEDIASTINICI|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI INTRATORACICI,MEDIASTINICI|C|0|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI INTRATORACICI,MEDIASTINICI|||12/12/2013 12:15|
201.93|201.93|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI INTRAADDOMINALI|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI INTRAADDOMINALI|C|0|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI INTRAADDOMINALI|||12/12/2013 12:15|
201.94|201.94|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|C|0|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI ASCELLARI E DELL'ARTO SUPERIORE|||12/12/2013 12:15|
201.95|201.95|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI INGUINALI E DELL'ARTO INFERIORE|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI INGUINALI E DELL'ARTO INFERIORE|C|0|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI INGUINALI E DELL'ARTO INFERIORE|||12/12/2013 12:15|
201.96|201.96|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI PELVICI|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI PELVICI|C|0|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI PELVICI|||12/12/2013 12:15|
201.97|201.97|MALATTIA DI HODGKIN,NON SPECIFICATA,MILZA|MALATTIA DI HODGKIN,NON SPECIFICATA,MILZA|C|0|MALATTIA DI HODGKIN,NON SPECIFICATA,MILZA|||12/12/2013 12:15|
201.98|201.98|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI DI SITI MULTIPLI|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI DI SITI MULTIPLI|C|0|MALATTIA DI HODGKIN,NON SPECIFICATA,LINFONODI DI SITI MULTIPLI|||12/12/2013 12:15|
DEPRECATED.202|202|ALTR TUM MAL LINF/ISTIOC|ALTR TUM MAL LINF/ISTIOC|C|0|ALTR TUM MAL LINF/ISTIOC|||12/12/2013 12:15|
DEPRECATED.202.0|202.0|LINFOMA NODULARE|LINFOMA NODULARE|C|0|LINFOMA NODULARE|||12/12/2013 12:15|
202.00|202.00|LINFOMA NODULARE,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|LINFOMA NODULARE,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|C|0|LINFOMA NODULARE,SITO NON SPECIFICATO,ORGANI SOLIDI O SITI EXTRANODALI|||12/12/2013 12:15|
