#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.103|CODESYSTEMNAME=ICD9DIAG|CODESYSTEMDISPLAYNAME=ICD9DIAG|VERSION=0|DESCRIPTION=ICD9DIAG|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato|AUTHORITYDESCRIPTION=Insiel Mercato|AUTHORITYCONTACTINFORMATION=Insiel Mercato|VALIDFROM=23/01/2013 10:03||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[classification]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
09.525.6.7_V0|525.67|525.67|Livello estetico scadente della ricostruzione esistente|C|0|1|||||Livello estetico scadente della ricostruzione esistente||22/04/2010 17:44|
09.525.6.9_V0|525.69|525.69|Altra ricostruzione insoddisfacente del dente|C|0|1|||||Altra ricostruzione insoddisfacente del dente||22/04/2010 17:44|
09.525.8_V0|525.8|525.8|Altre malattie specificate dei denti e delle strutture di supporto|C|0|1|||||Altre malattie specificate dei denti e delle strutture di supporto||22/04/2010 17:44|
09.525.9_V0|525.9|525.9|Malattia non specificata dei denti e delle strutture di supporto|C|0|1|||||Malattia non specificata dei denti e delle strutture di supporto||22/04/2010 17:44|
09.526_V0|526|526|Malattie delle mascelle|S|0|1|||||Malattie delle mascelle||22/04/2010 17:44|
09.526.0_V0|526.0|526.0|Cisti odontogeniche dello sviluppo|C|0|1|||||Cisti odontogeniche dello sviluppo||22/04/2010 17:44|
09.526.1_V0|526.1|526.1|Cisti fissurali delle mascelle|C|0|1|||||Cisti fissurali delle mascelle||22/04/2010 17:44|
09.526.2_V0|526.2|526.2|Altre cisti delle mascelle (inferiore o superiore)|C|0|1|||||Altre cisti delle mascelle (inferiore o superiore)||22/04/2010 17:44|
09.526.3_V0|526.3|526.3|Granuloma centrale a cellule giganti (riparativo)|C|0|1|||||Granuloma centrale a cellule giganti (riparativo)||22/04/2010 17:44|
09.526.4_V0|526.4|526.4|Infiammazioni delle mascelle|C|0|1|||||Infiammazioni delle mascelle||22/04/2010 17:44|
09.526.5_V0|526.5|526.5|Alveolite delle mascelle|C|0|1|||||Alveolite delle mascelle||22/04/2010 17:44|
09.526.6_V0|526.6|526.6|Patologia periradicolare associata precedente trattamento endodontico|S|0|1|||||Patologia periradicolare associata precedente trattamento endodontico||22/04/2010 17:44|
09.526.6.1_V0|526.61|526.61|Perforazione dello spazio del canale radicolare|C|0|1|||||Perforazione dello spazio del canale radicolare||22/04/2010 17:44|
09.526.6.2_V0|526.62|526.62|Eccessivo riempimento endodontico|C|0|1|||||Eccessivo riempimento endodontico||22/04/2010 17:44|
09.526.6.3_V0|526.63|526.63|Insufficiente riempimento endodontico|C|0|1|||||Insufficiente riempimento endodontico||22/04/2010 17:44|
09.526.6.9_V0|526.69|526.69|Altre patologie periradicolari associate a precedente trattamento endodontico|C|0|1|||||Altre patologie periradicolari associate a precedente trattamento endodontico||22/04/2010 17:44|
09.526.8_V0|526.8|526.8|Altre malattie specificate delle mascelle|S|0|1|||||Altre malattie specificate delle mascelle||22/04/2010 17:44|
09.526.8.1_V0|526.81|526.81|Esostosi della mascella|C|0|1|||||Esostosi della mascella||22/04/2010 17:44|
09.526.8.9_V0|526.89|526.89|Altre malattie specificate delle mascelle|C|0|1|||||Altre malattie specificate delle mascelle||22/04/2010 17:44|
09.526.9_V0|526.9|526.9|Malattia non specificata delle mascelle|C|0|1|||||Malattia non specificata delle mascelle||22/04/2010 17:44|
09.527_V0|527|527|Malattie delle ghiandole salivari|S|0|1|||||Malattie delle ghiandole salivari||22/04/2010 17:44|
09.527.0_V0|527.0|527.0|Atrofia|C|0|1|||||Atrofia||22/04/2010 17:44|
09.527.1_V0|527.1|527.1|Ipertrofia|C|0|1|||||Ipertrofia||22/04/2010 17:44|
09.527.2_V0|527.2|527.2|Sialoadenite|C|0|1|||||Sialoadenite||22/04/2010 17:44|
09.527.3_V0|527.3|527.3|Ascesso|C|0|1|||||Ascesso||22/04/2010 17:44|
09.527.4_V0|527.4|527.4|Fistola|C|0|1|||||Fistola||22/04/2010 17:44|
09.527.5_V0|527.5|527.5|Sialolitiasi (scialolitiasi)|C|0|1|||||Sialolitiasi (scialolitiasi)||22/04/2010 17:44|
09.527.6_V0|527.6|527.6|Mucocele|C|0|1|||||Mucocele||22/04/2010 17:44|
09.527.7_V0|527.7|527.7|Disturbi della secrezione salivare|C|0|1|||||Disturbi della secrezione salivare||22/04/2010 17:44|
09.527.8_V0|527.8|527.8|Altre malattie specificate delle ghiandole salivari|C|0|1|||||Altre malattie specificate delle ghiandole salivari||22/04/2010 17:44|
09.527.9_V0|527.9|527.9|Malattia non specificata delle ghiandole salivari|C|0|1|||||Malattia non specificata delle ghiandole salivari||22/04/2010 17:44|
09.528_V0|528|528|Malattie dei tessuti molli orali, escluse specifiche lesioni della gengiva e della lingua|S|0|1|||||Malattie dei tessuti molli orali, escluse specifiche lesioni della gengiva e della lingua||22/04/2010 17:44|
09.528.0_V0|528.0|528.0|Stomatite e mucosite (ulcerativa)|S|0|1|||||Stomatite e mucosite (ulcerativa)||22/04/2010 17:44|
09.528.0.0_V0|528.00|528.00|Stomatite e mucosite, non specificata|C|0|1|||||Stomatite e mucosite, non specificata||22/04/2010 17:44|
09.528.0.1_V0|528.01|528.01|Mucosite (ulcerativa) dovuta a terapia antineoplastica|C|0|1|||||Mucosite (ulcerativa) dovuta a terapia antineoplastica||22/04/2010 17:44|
09.528.0.2_V0|528.02|528.02|Mucosite (ulcerativa) dovuta ad altri farmaci|C|0|1|||||Mucosite (ulcerativa) dovuta ad altri farmaci||22/04/2010 17:44|
09.528.0.9_V0|528.09|528.09|Altra stomatite e mucosite (ulcerativa)|C|0|1|||||Altra stomatite e mucosite (ulcerativa)||22/04/2010 17:44|
09.528.1_V0|528.1|528.1|Gangrena orale|C|0|1|||||Gangrena orale||22/04/2010 17:44|
09.528.2_V0|528.2|528.2|Afta orale|C|0|1|||||Afta orale||22/04/2010 17:44|
09.528.3_V0|528.3|528.3|Cellulite e ascesso dei tessuti molli orali|C|0|1|||||Cellulite e ascesso dei tessuti molli orali||22/04/2010 17:44|
09.528.4_V0|528.4|528.4|Cisti dei tessuti molli orali|C|0|1|||||Cisti dei tessuti molli orali||22/04/2010 17:44|
09.528.5_V0|528.5|528.5|Malattie delle labbra|C|0|1|||||Malattie delle labbra||22/04/2010 17:44|
09.528.6_V0|528.6|528.6|Leucoplachia della mucosa orale, inclusa la lingua|C|0|1|||||Leucoplachia della mucosa orale, inclusa la lingua||22/04/2010 17:44|
09.528.7_V0|528.7|528.7|Altri disturbi dell’epitelio orale, inclusa la lingua|S|0|1|||||Altri disturbi dell’epitelio orale, inclusa la lingua||22/04/2010 17:44|
09.528.7.1_V0|528.71|528.71|Mucosa della cresta residua minimamente cheratinizzata|C|0|1|||||Mucosa della cresta residua minimamente cheratinizzata||22/04/2010 17:44|
09.528.7.2_V0|528.72|528.72|Mucosa della cresta residua eccessivamente cheratinizzata|C|0|1|||||Mucosa della cresta residua eccessivamente cheratinizzata||22/04/2010 17:44|
09.528.7.9_V0|528.79|528.79|Altri disturbi dell’epitelio orale, inclusa la lingua|C|0|1|||||Altri disturbi dell’epitelio orale, inclusa la lingua||22/04/2010 17:44|
09.528.8_V0|528.8|528.8|Fibrosi orale sottomucosa, inclusa la lingua|C|0|1|||||Fibrosi orale sottomucosa, inclusa la lingua||22/04/2010 17:44|
09.528.9_V0|528.9|528.9|Altre e non specificate malattie dei tessuti molli orali|C|0|1|||||Altre e non specificate malattie dei tessuti molli orali||22/04/2010 17:44|
09.529_V0|529|529|Malattie ed altre manifestazioni morbose della lingua|S|0|1|||||Malattie ed altre manifestazioni morbose della lingua||22/04/2010 17:44|
09.529.0_V0|529.0|529.0|Glossite|C|0|1|||||Glossite||22/04/2010 17:44|
09.529.1_V0|529.1|529.1|Lingua a carta geografica|C|0|1|||||Lingua a carta geografica||22/04/2010 17:44|
09.529.2_V0|529.2|529.2|Glossite mediana romboidale|C|0|1|||||Glossite mediana romboidale||22/04/2010 17:44|
09.529.3_V0|529.3|529.3|Ipertrofia delle papille della lingua|C|0|1|||||Ipertrofia delle papille della lingua||22/04/2010 17:44|
09.529.4_V0|529.4|529.4|Atrofia delle papille della lingua|C|0|1|||||Atrofia delle papille della lingua||22/04/2010 17:44|
09.529.5_V0|529.5|529.5|Lingua plicata|C|0|1|||||Lingua plicata||22/04/2010 17:44|
09.529.6_V0|529.6|529.6|Glossodinia|C|0|1|||||Glossodinia||22/04/2010 17:44|
09.529.8_V0|529.8|529.8|Altre manifestazioni morbose specificate della lingua|C|0|1|||||Altre manifestazioni morbose specificate della lingua||22/04/2010 17:44|
09.529.9_V0|529.9|529.9|Condizione morbosa della lingua, non specificata|C|0|1|||||Condizione morbosa della lingua, non specificata||22/04/2010 17:44|
09.530_V0|530|530|Malattie dell’esofago|S|0|1|||||Malattie dell’esofago||22/04/2010 17:44|
09.530.0_V0|530.0|530.0|Acalasia e spasmo del cardias|C|0|1|||||Acalasia e spasmo del cardias||22/04/2010 17:44|
09.530.1_V0|530.1|530.1|Esofagite|S|0|1|||||Esofagite||22/04/2010 17:44|
09.530.1.0_V0|530.10|530.10|Esofagite, non specificata|C|0|1|||||Esofagite, non specificata||22/04/2010 17:44|
09.530.1.1_V0|530.11|530.11|Esofagite da reflusso|C|0|1|||||Esofagite da reflusso||22/04/2010 17:44|
09.530.1.2_V0|530.12|530.12|Esofagite acuta|C|0|1|||||Esofagite acuta||22/04/2010 17:44|
09.530.1.9_V0|530.19|530.19|Altra esofagite|C|0|1|||||Altra esofagite||22/04/2010 17:44|
09.530.2_V0|530.2|530.2|Ulcera dell’esofago|S|0|1|||||Ulcera dell’esofago||22/04/2010 17:44|
09.530.2.0_V0|530.20|530.20|Ulcera esofagea senza sanguinamento|C|0|1|||||Ulcera esofagea senza sanguinamento||22/04/2010 17:44|
09.530.2.1_V0|530.21|530.21|Ulcera esofagea con sanguinamento|C|0|1|||||Ulcera esofagea con sanguinamento||22/04/2010 17:44|
09.530.3_V0|530.3|530.3|Restringimento e stenosi dell’esofago|C|0|1|||||Restringimento e stenosi dell’esofago||22/04/2010 17:44|
09.530.4_V0|530.4|530.4|Perforazione dell’esofago|C|0|1|||||Perforazione dell’esofago||22/04/2010 17:44|
09.530.5_V0|530.5|530.5|Discinesia dell’esofago|C|0|1|||||Discinesia dell’esofago||22/04/2010 17:44|
09.530.6_V0|530.6|530.6|Diverticolo dell’esofago, acquisito|C|0|1|||||Diverticolo dell’esofago, acquisito||22/04/2010 17:44|
09.530.7_V0|530.7|530.7|Sindrome con lacerazione ed emorragia gastroesofagea|C|0|1|||||Sindrome con lacerazione ed emorragia gastroesofagea||22/04/2010 17:44|
09.530.8_V0|530.8|530.8|Altri disturbi specificati dell’esofago|S|0|1|||||Altri disturbi specificati dell’esofago||22/04/2010 17:44|
09.530.8.1_V0|530.81|530.81|Reflusso esofageo|C|0|1|||||Reflusso esofageo||22/04/2010 17:44|
09.530.8.2_V0|530.82|530.82|Emorragia esofagea|C|0|1|||||Emorragia esofagea||22/04/2010 17:44|
09.530.8.3_V0|530.83|530.83|Leucoplachia esofagea|C|0|1|||||Leucoplachia esofagea||22/04/2010 17:44|
09.530.8.4_V0|530.84|530.84|Fistola tracheoesofagea|C|0|1|||||Fistola tracheoesofagea||22/04/2010 17:44|
09.530.8.5_V0|530.85|530.85|Esofago di Barrett|C|0|1|||||Esofago di Barrett||22/04/2010 17:44|
09.530.8.6_V0|530.86|530.86|Infezione dell’esofagostomia|C|0|1|||||Infezione dell’esofagostomia||22/04/2010 17:44|
09.530.8.7_V0|530.87|530.87|Complicazione meccanica dell’esofagostomia|C|0|1|||||Complicazione meccanica dell’esofagostomia||22/04/2010 17:44|
09.530.8.9_V0|530.89|530.89|Altre malattie dell’esofago|C|0|1|||||Altre malattie dell’esofago||22/04/2010 17:44|
09.530.9_V0|530.9|530.9|Disturbo non specificato dell’esofago|C|0|1|||||Disturbo non specificato dell’esofago||22/04/2010 17:44|
09.531_V0|531|531|Ulcera gastrica|C|0|1|||||Ulcera gastrica||22/04/2010 17:44|
09.531.0.0_V0|531.00|531.00|Ulcera gastrica acuta con emorragia senza menzione di ostruzione|C|0|1|||||Ulcera gastrica acuta con emorragia senza menzione di ostruzione||22/04/2010 17:44|
09.531.0.1_V0|531.01|531.01|Ulcera gastrica acuta con emorragia con ostruzione|C|0|1|||||Ulcera gastrica acuta con emorragia con ostruzione||22/04/2010 17:44|
09.531.1.0_V0|531.10|531.10|Ulcera gastrica acuta con perforazione senza menzione di ostruzione|C|0|1|||||Ulcera gastrica acuta con perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.531.1.1_V0|531.11|531.11|Ulcera gastrica acuta con perforazione con ostruzione|C|0|1|||||Ulcera gastrica acuta con perforazione con ostruzione||22/04/2010 17:44|
09.531.2.0_V0|531.20|531.20|Ulcera gastrica acuta con emorragia e perforazione senza menzione di ostruzione|C|0|1|||||Ulcera gastrica acuta con emorragia e perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.531.2.1_V0|531.21|531.21|Ulcera gastrica acuta con emorragia e perforazione con ostruzione|C|0|1|||||Ulcera gastrica acuta con emorragia e perforazione con ostruzione||22/04/2010 17:44|
09.531.3.0_V0|531.30|531.30|Ulcera gastrica acuta senza menzione di emorragia o perforazione senza menzione di ostruzione|C|0|1|||||Ulcera gastrica acuta senza menzione di emorragia o perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.531.3.1_V0|531.31|531.31|Ulcera gastrica acuta senza menzione di emorragia o perforazione con ostruzione|C|0|1|||||Ulcera gastrica acuta senza menzione di emorragia o perforazione con ostruzione||22/04/2010 17:44|
09.531.4.0_V0|531.40|531.40|Ulcera gastrica cronica o non specificata con emorragia senza menzione di ostruzione|C|0|1|||||Ulcera gastrica cronica o non specificata con emorragia senza menzione di ostruzione||22/04/2010 17:44|
09.531.4.1_V0|531.41|531.41|Ulcera gastrica cronica o non specificata con emorragia con ostruzione|C|0|1|||||Ulcera gastrica cronica o non specificata con emorragia con ostruzione||22/04/2010 17:44|
09.531.5.0_V0|531.50|531.50|Ulcera gastrica cronica o non specificata con perforazione senza menzione di ostruzione|C|0|1|||||Ulcera gastrica cronica o non specificata con perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.531.5.1_V0|531.51|531.51|Ulcera gastrica cronica o non specificata con perforazione con ostruzione|C|0|1|||||Ulcera gastrica cronica o non specificata con perforazione con ostruzione||22/04/2010 17:44|
09.531.6.0_V0|531.60|531.60|Ulcera gastrica cronica o non specificata con emorragia e perforazione senza menzione di ostruzione|C|0|1|||||Ulcera gastrica cronica o non specificata con emorragia e perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.531.6.1_V0|531.61|531.61|Ulcera gastrica cronica o non specificata con emorragia e perforazione con ostruzione|C|0|1|||||Ulcera gastrica cronica o non specificata con emorragia e perforazione con ostruzione||22/04/2010 17:44|
09.531.7.0_V0|531.70|531.70|Ulcera gastrica cronica senza menzione di emorragia o perforazione senza menzione di ostruzione|C|0|1|||||Ulcera gastrica cronica senza menzione di emorragia o perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.531.7.1_V0|531.71|531.71|Ulcera gastrica cronica senza menzione di emorragia o perforazione con ostruzione|C|0|1|||||Ulcera gastrica cronica senza menzione di emorragia o perforazione con ostruzione||22/04/2010 17:44|
09.531.9.0_V0|531.90|531.90|Ulcera gastrica non specificata come acuta o cronica, senza menzione di emorragia o perforazione senza menzione di ostruzione|C|0|1|||||Ulcera gastrica non specificata come acuta o cronica, senza menzione di emorragia o perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.531.9.1_V0|531.91|531.91|Ulcera gastrica non specificata come acuta o cronica, senza menzione di emorragia o perforazione con ostruzione|C|0|1|||||Ulcera gastrica non specificata come acuta o cronica, senza menzione di emorragia o perforazione con ostruzione||22/04/2010 17:44|
09.532_V0|532|532|Ulcera duodenale|C|0|1|||||Ulcera duodenale||22/04/2010 17:44|
09.532.0.0_V0|532.00|532.00|Ulcera duodenale acuta con emorragia senza menzione di ostruzione|C|0|1|||||Ulcera duodenale acuta con emorragia senza menzione di ostruzione||22/04/2010 17:44|
09.532.0.1_V0|532.01|532.01|Ulcera duodenale acuta con emorragia con ostruzione|C|0|1|||||Ulcera duodenale acuta con emorragia con ostruzione||22/04/2010 17:44|
09.532.1.0_V0|532.10|532.10|Ulcera duodenale acuta con perforazione senza menzione di ostruzione|C|0|1|||||Ulcera duodenale acuta con perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.532.1.1_V0|532.11|532.11|Ulcera duodenale acuta con perforazione con ostruzione|C|0|1|||||Ulcera duodenale acuta con perforazione con ostruzione||22/04/2010 17:44|
09.532.2.0_V0|532.20|532.20|Ulcera duodenale acuta con emorragia e perforazione senza menzione di ostruzione|C|0|1|||||Ulcera duodenale acuta con emorragia e perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.532.2.1_V0|532.21|532.21|Ulcera duodenale acuta con emorragia e perforazione con ostruzione|C|0|1|||||Ulcera duodenale acuta con emorragia e perforazione con ostruzione||22/04/2010 17:44|
09.532.3.0_V0|532.30|532.30|Ulcera duodenale acuta senza menzione di emorragia o perforazione senza menzione di ostruzione|C|0|1|||||Ulcera duodenale acuta senza menzione di emorragia o perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.532.3.1_V0|532.31|532.31|Ulcera duodenale acuta senza menzione di emorragia o perforazione con ostruzione|C|0|1|||||Ulcera duodenale acuta senza menzione di emorragia o perforazione con ostruzione||22/04/2010 17:44|
09.532.4.0_V0|532.40|532.40|Ulcera duodenale cronica o non specificata con emorragia senza menzione di ostruzione|C|0|1|||||Ulcera duodenale cronica o non specificata con emorragia senza menzione di ostruzione||22/04/2010 17:44|
09.532.4.1_V0|532.41|532.41|Ulcera duodenale cronica o non specificata con emorragia con ostruzione|C|0|1|||||Ulcera duodenale cronica o non specificata con emorragia con ostruzione||22/04/2010 17:44|
09.532.5.0_V0|532.50|532.50|Ulcera duodenale cronica o non specificata con perforazione senza menzione di ostruzione|C|0|1|||||Ulcera duodenale cronica o non specificata con perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.532.5.1_V0|532.51|532.51|Ulcera duodenale cronica o non specificata con perforazione con ostruzione|C|0|1|||||Ulcera duodenale cronica o non specificata con perforazione con ostruzione||22/04/2010 17:44|
09.532.6.0_V0|532.60|532.60|Ulcera duodenale cronica o non specificata con emorragia e perforazione senza menzione di ostruzione|C|0|1|||||Ulcera duodenale cronica o non specificata con emorragia e perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.532.6.1_V0|532.61|532.61|Ulcera duodenale cronica o non specificata con emorragia e perforazione con ostruzione|C|0|1|||||Ulcera duodenale cronica o non specificata con emorragia e perforazione con ostruzione||22/04/2010 17:44|
09.532.7.0_V0|532.70|532.70|Ulcera duodenale cronica senza menzione di emorragia o perforazione senza menzione di ostruzione|C|0|1|||||Ulcera duodenale cronica senza menzione di emorragia o perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.532.7.1_V0|532.71|532.71|Ulcera duodenale cronica senza menzione di emorragia o perforazione con ostruzione|C|0|1|||||Ulcera duodenale cronica senza menzione di emorragia o perforazione con ostruzione||22/04/2010 17:44|
09.532.9.0_V0|532.90|532.90|Ulcera duodenale non specificata come acuta o cronica, senza menzione di emorragia o perforazione senza menzione di ostruzione|C|0|1|||||Ulcera duodenale non specificata come acuta o cronica, senza menzione di emorragia o perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.532.9.1_V0|532.91|532.91|Ulcera duodenale non specificata come acuta o cronica, senza menzione di emorragia o perforazione con ostruzione|C|0|1|||||Ulcera duodenale non specificata come acuta o cronica, senza menzione di emorragia o perforazione con ostruzione||22/04/2010 17:44|
09.533_V0|533|533|Ulcera peptica, sito non specificato|C|0|1|||||Ulcera peptica, sito non specificato||22/04/2010 17:44|
09.533.0.0_V0|533.00|533.00|Ulcera peptica a localizzazione non specificata acuta con emorragia senza menzione di ostruzione|C|0|1|||||Ulcera peptica a localizzazione non specificata acuta con emorragia senza menzione di ostruzione||22/04/2010 17:44|
09.533.0.1_V0|533.01|533.01|Ulcera peptica a localizzazione non specificata acuta con emorragia con ostruzione|C|0|1|||||Ulcera peptica a localizzazione non specificata acuta con emorragia con ostruzione||22/04/2010 17:44|
09.533.1.0_V0|533.10|533.10|Ulcera peptica a localizzazione non specificata acuta con perforazione senza menzione di ostruzione|C|0|1|||||Ulcera peptica a localizzazione non specificata acuta con perforazione senza menzione di ostruzione||22/04/2010 17:44|
09.533.1.1_V0|533.11|533.11|Ulcera peptica a localizzazione non specificata acuta con perforazione con ostruzione|C|0|1|||||Ulcera peptica a localizzazione non specificata acuta con perforazione con ostruzione||22/04/2010 17:44|
