#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.104|CODESYSTEMNAME=ICD9PROC|CODESYSTEMDISPLAYNAME=ICD9 PRESTAZIONI|VERSION=2002|DESCRIPTION=ICD9 Procedure Codes|LANGUAGE=it|AUTHORITYNAME=National Center for Health Statistics|AUTHORITYDESCRIPTION=World Health Organization|AUTHORITYCONTACTINFORMATION=http://www.cdc.gov/nchs/icd9.htm|VALIDFROM=22/04/2010 10:22
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
31.5_V2002|31.5|Asportazione o demolizione locale di lesione o tessuto della trachea|Asportazione o demolizione locale di lesione o tessuto della trachea|S|0|1|||Asportazione o demolizione locale di lesione o tessuto della trachea||22/04/2010 10:22|
31.6_V2002|31.6|Riparazione della laringe|Riparazione della laringe|S|0|1|||Riparazione della laringe||22/04/2010 10:22|
31.6.1_V2002|31.61|Sutura di lacerazione della laringe|Sutura di lacerazione della laringe|C|0|1|||Sutura di lacerazione della laringe||22/04/2010 10:22|
31.6.2_V2002|31.62|Chiusura di fistola della laringe|Chiusura di fistola della laringe|C|0|1|||Chiusura di fistola della laringe||22/04/2010 10:22|
31.6.3_V2002|31.63|Revisione di laringostomia|Revisione di laringostomia|C|0|1|||Revisione di laringostomia||22/04/2010 10:22|
31.6.4_V2002|31.64|Riparazione di frattura della laringe|Riparazione di frattura della laringe|C|0|1|||Riparazione di frattura della laringe||22/04/2010 10:22|
31.6.9_V2002|31.69|Altra riparazione della laringe|Altra riparazione della laringe|C|0|1|||Altra riparazione della laringe||22/04/2010 10:22|
31.7_V2002|31.7|Interventi di riparazione e di plastica sulla trachea|Interventi di riparazione e di plastica sulla trachea|S|0|1|||Interventi di riparazione e di plastica sulla trachea||22/04/2010 10:22|
31.7.1_V2002|31.71|Sutura di lacerazione della trachea|Sutura di lacerazione della trachea|C|0|1|||Sutura di lacerazione della trachea||22/04/2010 10:22|
31.7.2_V2002|31.72|Chiusura di fistola esterna della trachea|Chiusura di fistola esterna della trachea|C|0|1|||Chiusura di fistola esterna della trachea||22/04/2010 10:22|
31.7.3_V2002|31.73|Chiusura di altra fistola della trachea|Chiusura di altra fistola della trachea|C|0|1|||Chiusura di altra fistola della trachea||22/04/2010 10:22|
31.7.4_V2002|31.74|Revisione della tracheostomia|Revisione della tracheostomia|C|0|1|||Revisione della tracheostomia||22/04/2010 10:22|
31.7.5_V2002|31.75|Ricostruzione della trachea e costruzione di laringe artificiale|Ricostruzione della trachea e costruzione di laringe artificiale|C|0|1|||Ricostruzione della trachea e costruzione di laringe artificiale||22/04/2010 10:22|
31.7.9_V2002|31.79|Altri interventi di riparazione e di plastica sulla trachea|Altri interventi di riparazione e di plastica sulla trachea|C|0|1|||Altri interventi di riparazione e di plastica sulla trachea||22/04/2010 10:22|
31.9_V2002|31.9|Altri interventi su laringe e trachea|Altri interventi su laringe e trachea|S|0|1|||Altri interventi su laringe e trachea||22/04/2010 10:22|
31.9.1_V2002|31.91|Resezione del nervo laringeo|Resezione del nervo laringeo|C|0|1|||Resezione del nervo laringeo||22/04/2010 10:22|
31.9.2_V2002|31.92|Lisi di aderenze della trachea o della laringe|Lisi di aderenze della trachea o della laringe|C|0|1|||Lisi di aderenze della trachea o della laringe||22/04/2010 10:22|
31.9.3_V2002|31.93|Sostituzione di stent laringeo o tracheale|Sostituzione di stent laringeo o tracheale|C|0|1|||Sostituzione di stent laringeo o tracheale||22/04/2010 10:22|
31.9.4_V2002|31.94|Iniezione di sostanze terapeutiche ad azione locale nella trachea|Iniezione di sostanze terapeutiche ad azione locale nella trachea|C|0|1|||Iniezione di sostanze terapeutiche ad azione locale nella trachea||22/04/2010 10:22|
31.9.5_V2002|31.95|Fistolizzazione tracheoesofagea|Fistolizzazione tracheoesofagea|C|0|1|||Fistolizzazione tracheoesofagea||22/04/2010 10:22|
31.9.8_V2002|31.98|Altri interventi sulla laringe|Altri interventi sulla laringe|C|0|1|||Altri interventi sulla laringe||22/04/2010 10:22|
31.9.9_V2002|31.99|Altri interventi sulla trachea|Altri interventi sulla trachea|C|0|1|||Altri interventi sulla trachea||22/04/2010 10:22|
32_V2002|-|Asportazione del polmone e dei bronchi|Asportazione del polmone e dei bronchi|T|0|1|||Asportazione del polmone e dei bronchi||22/04/2010 10:22|
32.0_V2002|32.0|Asportazione o demolizione locale di lesione o tessuto dei bronchi|Asportazione o demolizione locale di lesione o tessuto dei bronchi|S|0|1|||Asportazione o demolizione locale di lesione o tessuto dei bronchi||22/04/2010 10:22|
32.0.1_V2002|32.01|Asportazione o demolizione endoscopica di lesione o tessuto dei bronchi|Asportazione o demolizione endoscopica di lesione o tessuto dei bronchi|C|0|1|||Asportazione o demolizione endoscopica di lesione o tessuto dei bronchi||22/04/2010 10:22|
32.0.9_V2002|32.09|Altra asportazione o demolizione locale di lesione o tessuto dei bronchi|Altra asportazione o demolizione locale di lesione o tessuto dei bronchi|C|0|1|||Altra asportazione o demolizione locale di lesione o tessuto dei bronchi||22/04/2010 10:22|
32.1_V2002|32.1|Altra asportazione dei bronchi|Altra asportazione dei bronchi|S|0|1|||Altra asportazione dei bronchi||22/04/2010 10:22|
32.2_V2002|32.2|Asportazione o demolizione locale di lesione o tessuto del polmone|Asportazione o demolizione locale di lesione o tessuto del polmone|S|0|1|||Asportazione o demolizione locale di lesione o tessuto del polmone||22/04/2010 10:22|
32.2.1_V2002|32.21|Plicatura di bolle enfisematose|Plicatura di bolle enfisematose|C|0|1|||Plicatura di bolle enfisematose||22/04/2010 10:22|
32.2.2_V2002|32.22|Riduzione chirurgica del volume polmonare|Riduzione chirurgica del volume polmonare|C|0|1|||Riduzione chirurgica del volume polmonare||22/04/2010 10:22|
32.2.8_V2002|32.28|Asportazione o demolizione endoscopica di lesione o tessuto del polmone|Asportazione o demolizione endoscopica di lesione o tessuto del polmone|C|0|1|||Asportazione o demolizione endoscopica di lesione o tessuto del polmone||22/04/2010 10:22|
32.2.9_V2002|32.29|Altra asportazione o demolizione locale di lesione o tessuto del polmone|Altra asportazione o demolizione locale di lesione o tessuto del polmone|C|0|1|||Altra asportazione o demolizione locale di lesione o tessuto del polmone||22/04/2010 10:22|
32.3_V2002|32.3|Resezione segmentale del polmone|Resezione segmentale del polmone|S|0|1|||Resezione segmentale del polmone||22/04/2010 10:22|
32.4_V2002|32.4|Lobectomia del polmone|Lobectomia del polmone|S|0|1|||Lobectomia del polmone||22/04/2010 10:22|
32.5_V2002|32.5|Pneumonectomia completa|Pneumonectomia completa|S|0|1|||Pneumonectomia completa||22/04/2010 10:22|
32.6_V2002|32.6|Dissezione radicale delle strutture toraciche|Dissezione radicale delle strutture toraciche|S|0|1|||Dissezione radicale delle strutture toraciche||22/04/2010 10:22|
32.9_V2002|32.9|Altra asportazione del polmone|Altra asportazione del polmone|S|0|1|||Altra asportazione del polmone||22/04/2010 10:22|
33_V2002|-|Altri interventi sul polmone e sui bronchi -|Altri interventi sul polmone e sui bronchi|T|0|1|||Altri interventi sul polmone e sui bronchi||22/04/2010 10:22|
33.0_V2002|33.0|Incisione dei bronchi|Incisione dei bronchi|S|0|1|||Incisione dei bronchi||22/04/2010 10:22|
33.1_V2002|33.1|Incisione del polmone|Incisione del polmone|S|0|1|||Incisione del polmone||22/04/2010 10:22|
33.2_V2002|33.2|Procedure diagnostiche sul polmone e sui bronchi|Procedure diagnostiche sul polmone e sui bronchi|S|0|1|||Procedure diagnostiche sul polmone e sui bronchi||22/04/2010 10:22|
33.2.1_V2002|33.21|Broncoscopia attraverso stoma artificiale|Broncoscopia attraverso stoma artificiale|C|0|1|||Broncoscopia attraverso stoma artificiale||22/04/2010 10:22|
33.2.2_V2002|33.22|Broncoscopia con fibre ottiche|Broncoscopia con fibre ottiche|C|0|1|||Broncoscopia con fibre ottiche||22/04/2010 10:22|
33.2.3_V2002|33.23|Altra broncoscopia|Altra broncoscopia|C|0|1|||Altra broncoscopia||22/04/2010 10:22|
33.2.4_V2002|33.24|Biopsia bronchiale [endoscopica]|Biopsia bronchiale [endoscopica]|C|0|1|||Biopsia bronchiale [endoscopica]||22/04/2010 10:22|
33.2.5_V2002|33.25|Biopsia a cielo aperto dei bronchi|Biopsia a cielo aperto dei bronchi|C|0|1|||Biopsia a cielo aperto dei bronchi||22/04/2010 10:22|
33.2.6_V2002|33.26|Biopsia chiusa [percutanea] [agobiopsia] del polmone|Biopsia chiusa [percutanea] [agobiopsia] del polmone|C|0|1|||Biopsia chiusa [percutanea] [agobiopsia] del polmone||22/04/2010 10:22|
33.2.7_V2002|33.27|Biopsia endoscopica del polmone|Biopsia endoscopica del polmone|C|0|1|||Biopsia endoscopica del polmone||22/04/2010 10:22|
33.2.8_V2002|33.28|Biopsia a cielo aperto del polmone|Biopsia a cielo aperto del polmone|C|0|1|||Biopsia a cielo aperto del polmone||22/04/2010 10:22|
33.2.9_V2002|33.29|Altre procedure diagnostiche sul polmone|Altre procedure diagnostiche sul polmone|C|0|1|||Altre procedure diagnostiche sul polmone||22/04/2010 10:22|
33.3_V2002|33.3|Collassamento chirurgico del polmone|Collassamento chirurgico del polmone|S|0|1|||Collassamento chirurgico del polmone||22/04/2010 10:22|
33.3.1_V2002|33.31|Distruzione del nervo frenico per collassamento del polmone|Distruzione del nervo frenico per collassamento del polmone|C|0|1|||Distruzione del nervo frenico per collassamento del polmone||22/04/2010 10:22|
33.3.2_V2002|33.32|Pneumotorace artificiale per collassamento del polmone|Pneumotorace artificiale per collassamento del polmone|C|0|1|||Pneumotorace artificiale per collassamento del polmone||22/04/2010 10:22|
33.3.3_V2002|33.33|Pneumoperitoneo per collasso del polmone|Pneumoperitoneo per collasso del polmone|C|0|1|||Pneumoperitoneo per collasso del polmone||22/04/2010 10:22|
33.3.4_V2002|33.34|Toracoplastica|Toracoplastica|C|0|1|||Toracoplastica||22/04/2010 10:22|
33.3.9_V2002|33.39|Altro collassamento chirurgico del polmone|Altro collassamento chirurgico del polmone|C|0|1|||Altro collassamento chirurgico del polmone||22/04/2010 10:22|
33.4_V2002|33.4|Interventi di riparazione e di plastica sul polmone e sui bronchi|Interventi di riparazione e di plastica sul polmone e sui bronchi|S|0|1|||Interventi di riparazione e di plastica sul polmone e sui bronchi||22/04/2010 10:22|
33.4.1_V2002|33.41|Sutura di lacerazione bronchiale|Sutura di lacerazione bronchiale|C|0|1|||Sutura di lacerazione bronchiale||22/04/2010 10:22|
33.4.2_V2002|33.42|Chiusura di fistola bronchiale|Chiusura di fistola bronchiale|C|0|1|||Chiusura di fistola bronchiale||22/04/2010 10:22|
33.4.3_V2002|33.43|Chiusura di lacerazione del polmone|Chiusura di lacerazione del polmone|C|0|1|||Chiusura di lacerazione del polmone||22/04/2010 10:22|
33.4.8_V2002|33.48|Altri interventi di riparazione e plastica sui bronchi|Altri interventi di riparazione e plastica sui bronchi|C|0|1|||Altri interventi di riparazione e plastica sui bronchi||22/04/2010 10:22|
33.4.9_V2002|33.49|Altri interventi di riparazione e plastica sul polmone|Altri interventi di riparazione e plastica sul polmone|C|0|1|||Altri interventi di riparazione e plastica sul polmone||22/04/2010 10:22|
33.5_V2002|33.5|Trapianto del polmone|Trapianto del polmone|S|0|1|||Trapianto del polmone||22/04/2010 10:22|
33.5.0_V2002|33.50|Trapianto del polmone SAI|Trapianto del polmone SAI|C|0|1|||Trapianto del polmone SAI||22/04/2010 10:22|
33.5.1_V2002|33.51|Trapianto unilaterale del polmone|Trapianto unilaterale del polmone|C|0|1|||Trapianto unilaterale del polmone||22/04/2010 10:22|
33.5.2_V2002|33.52|Trapianto bilaterale del polmone|Trapianto bilaterale del polmone|C|0|1|||Trapianto bilaterale del polmone||22/04/2010 10:22|
33.6_V2002|33.6|Trapianto combinato cuore polmone|Trapianto combinato cuore polmone|S|0|1|||Trapianto combinato cuore polmone||22/04/2010 10:22|
33.9_V2002|33.9|Altri interventi sul polmone e sui bronchi|Altri interventi sul polmone e sui bronchi|S|0|1|||Altri interventi sul polmone e sui bronchi||22/04/2010 10:22|
33.9.1_V2002|33.91|Dilatazione bronchiale|Dilatazione bronchiale|C|0|1|||Dilatazione bronchiale||22/04/2010 10:22|
33.9.2_V2002|33.92|Sutura di bronco|Sutura di bronco|C|0|1|||Sutura di bronco||22/04/2010 10:22|
33.9.3_V2002|33.93|Puntura del polmone|Puntura del polmone|C|0|1|||Puntura del polmone||22/04/2010 10:22|
33.9.8_V2002|33.98|Altri interventi sui bronchi|Altri interventi sui bronchi|C|0|1|||Altri interventi sui bronchi||22/04/2010 10:22|
33.9.9_V2002|33.99|Altri interventi sul polmone|Altri interventi sul polmone|C|0|1|||Altri interventi sul polmone||22/04/2010 10:22|
34_V2002|-|Interventi sulla parete toracica, sulla pleura, sul mediastino e sul diaframma|Interventi sulla parete toracica, sulla pleura, sul mediastino e sul diaframma|T|0|1|||Interventi sulla parete toracica, sulla pleura, sul mediastino e sul diaframma||22/04/2010 10:22|
34.0_V2002|34.0|Incisione della parete toracica e della pleura|Incisione della parete toracica e della pleura|S|0|1|||Incisione della parete toracica e della pleura||22/04/2010 10:22|
34.0.1_V2002|34.01|Incisione della parete toracica|Incisione della parete toracica|C|0|1|||Incisione della parete toracica||22/04/2010 10:22|
34.0.2_V2002|34.02|Toracotomia esplorativa|Toracotomia esplorativa|C|0|1|||Toracotomia esplorativa||22/04/2010 10:22|
34.0.3_V2002|34.03|Riapertura della sede di toracotomia recente|Riapertura della sede di toracotomia recente|C|0|1|||Riapertura della sede di toracotomia recente||22/04/2010 10:22|
34.0.4_V2002|34.04|Inserzione di drenaggio intercostale|Inserzione di drenaggio intercostale|C|0|1|||Inserzione di drenaggio intercostale||22/04/2010 10:22|
34.0.5_V2002|34.05|Creazione di anastomosi pleuroperitoneale|Creazione di anastomosi pleuroperitoneale|C|0|1|||Creazione di anastomosi pleuroperitoneale||22/04/2010 10:22|
34.0.9_V2002|34.09|Altra incisione della pleura|Altra incisione della pleura|C|0|1|||Altra incisione della pleura||22/04/2010 10:22|
34.1_V2002|34.1|Incisione del mediastino|Incisione del mediastino|S|0|1|||Incisione del mediastino||22/04/2010 10:22|
34.2_V2002|34.2|Procedure diagnostiche su parete toracica, pleura, mediastino e diaframma|Procedure diagnostiche su parete toracica, pleura, mediastino e diaframma|S|0|1|||Procedure diagnostiche su parete toracica, pleura, mediastino e diaframma||22/04/2010 10:22|
34.2.1_V2002|34.21|Toracoscopia transpleurica|Toracoscopia transpleurica|C|0|1|||Toracoscopia transpleurica||22/04/2010 10:22|
34.2.2_V2002|34.22|Mediastinoscopia|Mediastinoscopia|C|0|1|||Mediastinoscopia||22/04/2010 10:22|
34.2.3_V2002|34.23|Biopsia della parete toracica|Biopsia della parete toracica|C|0|1|||Biopsia della parete toracica||22/04/2010 10:22|
34.2.4_V2002|34.24|Biopsia della pleura|Biopsia della pleura|C|0|1|||Biopsia della pleura||22/04/2010 10:22|
34.2.5_V2002|34.25|Biopsia [percutanea] [agobiopsia] del mediastino|Biopsia [percutanea] [agobiopsia] del mediastino|C|0|1|||Biopsia [percutanea] [agobiopsia] del mediastino||22/04/2010 10:22|
34.2.6_V2002|34.26|Biopsia mediastinica a cielo aperto|Biopsia mediastinica a cielo aperto|C|0|1|||Biopsia mediastinica a cielo aperto||22/04/2010 10:22|
34.2.7_V2002|34.27|Biopsia del diaframma|Biopsia del diaframma|C|0|1|||Biopsia del diaframma||22/04/2010 10:22|
34.2.8_V2002|34.28|Altra procedura diagnostica sul torace, pleura e diaframma|Altra procedura diagnostica sul torace, pleura e diaframma|C|0|1|||Altra procedura diagnostica sul torace, pleura e diaframma||22/04/2010 10:22|
34.2.9_V2002|34.29|Altre procedure diagnostiche sul mediastino|Altre procedure diagnostiche sul mediastino|C|0|1|||Altre procedure diagnostiche sul mediastino||22/04/2010 10:22|
34.3_V2002|34.3|Asportazione o demolizione di lesione o tessuto del mediastino|Asportazione o demolizione di lesione o tessuto del mediastino|S|0|1|||Asportazione o demolizione di lesione o tessuto del mediastino||22/04/2010 10:22|
34.4_V2002|34.4|Asportazione o demolizione di lesione della parete toracica|Asportazione o demolizione di lesione della parete toracica|S|0|1|||Asportazione o demolizione di lesione della parete toracica||22/04/2010 10:22|
34.5_V2002|34.5|Pleurectomia|Pleurectomia|S|0|1|||Pleurectomia||22/04/2010 10:22|
34.5.1_V2002|34.51|Decorticazione del polmone|Decorticazione del polmone|C|0|1|||Decorticazione del polmone||22/04/2010 10:22|
34.5.9_V2002|34.59|Altra asportazione della pleura|Altra asportazione della pleura|C|0|1|||Altra asportazione della pleura||22/04/2010 10:22|
34.6_V2002|34.6|Scarificazione della pleura|Scarificazione della pleura|S|0|1|||Scarificazione della pleura||22/04/2010 10:22|
34.7_V2002|34.7|Riparazione della parete toracica|Riparazione della parete toracica|S|0|1|||Riparazione della parete toracica||22/04/2010 10:22|
34.7.1_V2002|34.71|Sutura di lacerazione della parete toracica|Sutura di lacerazione della parete toracica|C|0|1|||Sutura di lacerazione della parete toracica||22/04/2010 10:22|
34.7.2_V2002|34.72|Chiusura di toracostomia|Chiusura di toracostomia|C|0|1|||Chiusura di toracostomia||22/04/2010 10:22|
34.7.3_V2002|34.73|Chiusura di altra fistola del torace|Chiusura di altra fistola del torace|C|0|1|||Chiusura di altra fistola del torace||22/04/2010 10:22|
34.7.4_V2002|34.74|Riparazione di deformità del torace|Riparazione di deformità del torace|C|0|1|||Riparazione di deformità del torace||22/04/2010 10:22|
34.7.9_V2002|34.79|Altra riparazione della parete toracica|Altra riparazione della parete toracica|C|0|1|||Altra riparazione della parete toracica||22/04/2010 10:22|
34.8_V2002|34.8|Interventi sul diaframma|Interventi sul diaframma|S|0|1|||Interventi sul diaframma||22/04/2010 10:22|
34.8.1_V2002|34.81|Asportazione di lesione o tessuto del diaframma|Asportazione di lesione o tessuto del diaframma|C|0|1|||Asportazione di lesione o tessuto del diaframma||22/04/2010 10:22|
34.8.2_V2002|34.82|Sutura di lacerazione del diaframma|Sutura di lacerazione del diaframma|C|0|1|||Sutura di lacerazione del diaframma||22/04/2010 10:22|
34.8.3_V2002|34.83|Chiusura di fistola del diaframma|Chiusura di fistola del diaframma|C|0|1|||Chiusura di fistola del diaframma||22/04/2010 10:22|
34.8.4_V2002|34.84|Altra riparazione del diaframma|Altra riparazione del diaframma|C|0|1|||Altra riparazione del diaframma||22/04/2010 10:22|
34.8.5_V2002|34.85|Impianto di pace-maker nel diaframma|Impianto di pace-maker nel diaframma|C|0|1|||Impianto di pace-maker nel diaframma||22/04/2010 10:22|
34.8.9_V2002|34.89|Altri interventi sul diaframma|Altri interventi sul diaframma|C|0|1|||Altri interventi sul diaframma||22/04/2010 10:22|
34.9_V2002|34.9|Altri interventi sul torace|Altri interventi sul torace|S|0|1|||Altri interventi sul torace||22/04/2010 10:22|
34.9.1_V2002|34.91|Toracentesi|Toracentesi|C|0|1|||Toracentesi||22/04/2010 10:22|
34.9.2_V2002|34.92|Iniezione nella cavità toracica|Iniezione nella cavità toracica|C|0|1|||Iniezione nella cavità toracica||22/04/2010 10:22|
34.9.3_V2002|34.93|Riparazione della pleura|Riparazione della pleura|C|0|1|||Riparazione della pleura||22/04/2010 10:22|
34.9.9_V2002|34.99|Altri interventi sul torace|Altri interventi sul torace|C|0|1|||Altri interventi sul torace||22/04/2010 10:22|
35_V2002|-|Interventi sulle valvole e sui setti del cuore|Interventi sulle valvole e sui setti del cuore|T|0|1|||Interventi sulle valvole e sui setti del cuore||22/04/2010 10:22|
35.0_V2002|35.0|Valvulotomia a cuore chiuso|Valvulotomia a cuore chiuso|S|0|1|||Valvulotomia a cuore chiuso||22/04/2010 10:22|
35.0.0_V2002|35.00|Valvulotomia a cuore chiuso, valvola non specificata|Valvulotomia a cuore chiuso, valvola non specificata|C|0|1|||Valvulotomia a cuore chiuso, valvola non specificata||22/04/2010 10:22|
