#CODEVALUEMODEL=CodeValueInail|CODESYSTEMID=INAIL|CODESYSTEMNAME=INAIL|CODESYSTEMDISPLAYNAME=INAIL|VERSION=0|DESCRIPTION=INAIL|LANGUAGE=it|AUTHORITYNAME=ITAL-TBS S.P.A.|AUTHORITYDESCRIPTION=ITAL-TBS S.P.A.|AUTHORITYCONTACTINFORMATION=info@italtbs.com|VALIDFROM=01/01/2007 00:00|||||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
A.1783.02.01_V0|A.1783.02.01_V0|A.1783.02.01_V0| - fabbricazione|C|0|1|6111|||||| - fabbricazione|||01/01/2007 00:00|
A.1783.03.02_V0|A.1783.03.02_V0|A.1783.03.02_V0| - apparati per -|C|0|1|6581|||||| - apparati per -|||01/01/2007 00:00|
A.1784_V0|A.1784_V0|A.1784_V0|SCAMBIATORI|C|0|1|6321||||||SCAMBIATORI|||01/01/2007 00:00|
A.1784.01_V0|A.1784.01_V0|A.1784.01_V0|di calore|C|0|1|6581||||||di calore|||01/01/2007 00:00|
A.1785_V0|A.1785_V0|A.1785_V0|SCANALATRICI|C|0|1|6520||||||SCANALATRICI|||01/01/2007 00:00|
A.1786_V0|A.1786_V0|A.1786_V0|SCANDAGLI|C|0|1|6563||||||SCANDAGLI|||01/01/2007 00:00|
A.1786.01_V0|A.1786.01_V0|A.1786.01_V0|idropneumatici|C|0|1|6520||||||idropneumatici|||01/01/2007 00:00|
A.1786.02_V0|A.1786.02_V0|A.1786.02_V0|acustici e ultrasonici|C|0|1|6563||||||acustici e ultrasonici|||01/01/2007 00:00|
A.1787_V0|A.1787_V0|A.1787_V0|SCANNER|C|0|1|5224||||||SCANNER|||01/01/2007 00:00|
A.1787.01_V0|A.1787.01_V0|A.1787.01_V0|(dispositivi per la scansione e digitalizzazione di documenti)|C|0|1|6563||||||(dispositivi per la scansione e digitalizzazione di documenti)|||01/01/2007 00:00|
A.1788_V0|A.1788_V0|A.1788_V0|SCARDASSI|C|0|1|2111||||||SCARDASSI|||01/01/2007 00:00|
A.1789_V0|A.1789_V0|A.1789_V0|SCARICAMENTO|S|0|1|||||||SCARICAMENTO|||01/01/2007 00:00|
A.1789.01_V0|A.1789.01_V0|A.1789.01_V0|di proiettili|C|0|1|6561||||||di proiettili|||01/01/2007 00:00|
A.1790_V0|A.1790_V0|A.1790_V0|SCARICATORI|C|0|1|6581||||||SCARICATORI|||01/01/2007 00:00|
A.1790.01_V0|A.1790.01_V0|A.1790.01_V0|per impianti elettrici|C|0|1|6561||||||per impianti elettrici|||01/01/2007 00:00|
A.1790.02_V0|A.1790.02_V0|A.1790.02_V0|di condensa|C|0|1|6581||||||di condensa|||01/01/2007 00:00|
A.1791_V0|A.1791_V0|A.1791_V0|SCARICO|C|0|1|6321||||||SCARICO|||01/01/2007 00:00|
A.1791.01_V0|A.1791.01_V0|A.1791.01_V0|v. Carico|C|0|1|6321||||||v. Carico|||01/01/2007 00:00|
A.1792_V0|A.1792_V0|A.1792_V0|SCARIFICATRICI|C|0|1|6321||||||SCARIFICATRICI|||01/01/2007 00:00|
A.1793_V0|A.1793_V0|A.1793_V0|SCARNATRICI|C|0|1|3321||||||SCARNATRICI|||01/01/2007 00:00|
A.1794_V0|A.1794_V0|A.1794_V0|SCARPATE|C|0|1|3330||||||SCARPATE|||01/01/2007 00:00|
A.1794.01_V0|A.1794.01_V0|A.1794.01_V0|sistemazione per strade|C|0|1|3500||||||sistemazione per strade|||01/01/2007 00:00|
A.1794.02_V0|A.1794.02_V0|A.1794.02_V0|sistemazione per ferrovie e simili|C|0|1|3330||||||sistemazione per ferrovie e simili|||01/01/2007 00:00|
A.1794.03_V0|A.1794.03_V0|A.1794.03_V0|consolidamento a sé stante|C|0|1|8230||||||consolidamento a sé stante|||01/01/2007 00:00|
A.1795_V0|A.1795_V0|A.1795_V0|SCARPE|C|0|1|5222||||||SCARPE|||01/01/2007 00:00|
A.1795.01_V0|A.1795.01_V0|A.1795.01_V0|confezione|C|0|1|8230||||||confezione|||01/01/2007 00:00|
A.1795.02_V0|A.1795.02_V0|A.1795.02_V0|forme in legno per -|C|0|1|1111||||||forme in legno per -|||01/01/2007 00:00|
A.1796_V0|A.1796_V0|A.1796_V0|SCASSO|S|0|1|||||||SCASSO|||01/01/2007 00:00|
A.1796.01_V0|A.1796.01_V0|A.1796.01_V0|del terreno per scopi agricoli|C|0|1|2221||||||del terreno per scopi agricoli|||01/01/2007 00:00|
A.1797_V0|A.1797_V0|A.1797_V0|SCATOLE|C|0|1|6222||||||SCATOLE|||01/01/2007 00:00|
A.1797.01_V0|A.1797.01_V0|A.1797.01_V0|in cartone|C|0|1|6223||||||in cartone|||01/01/2007 00:00|
A.1797.02_V0|A.1797.02_V0|A.1797.02_V0|in lamiera (lavori in serie)|C|0|1|5213||||||in lamiera (lavori in serie)|||01/01/2007 00:00|
A.1797.03_V0|A.1797.03_V0|A.1797.03_V0|in lamiera|C|0|1|5225||||||in lamiera|||01/01/2007 00:00|
A.1797.04_V0|A.1797.04_V0|A.1797.04_V0|in legno grezzo per imballaggi|C|0|1|2197||||||in legno grezzo per imballaggi|||01/01/2007 00:00|
A.1797.05_V0|A.1797.05_V0|A.1797.05_V0|in legno lavorato (intagliato, intarsiato, ecc. )|C|0|1|2197||||||in legno lavorato (intagliato, intarsiato, ecc. )|||01/01/2007 00:00|
A.1797.06_V0|A.1797.06_V0|A.1797.06_V0|in materie plastiche stampate|C|0|1|5330||||||in materie plastiche stampate|||01/01/2007 00:00|
A.1797.07_V0|A.1797.07_V0|A.1797.07_V0|in materiali compositi a matrice polimerica|C|0|1|2197||||||in materiali compositi a matrice polimerica|||01/01/2007 00:00|
A.1797.08_V0|A.1797.08_V0|A.1797.08_V0|in osso e materiali similari|C|0|1|3310||||||in osso e materiali similari|||01/01/2007 00:00|
A.1798_V0|A.1798_V0|A.1798_V0|SCAVI|C|0|1|3310||||||SCAVI|||01/01/2007 00:00|
A.1798.01_V0|A.1798.01_V0|A.1798.01_V0|archeologici|C|0|1|3310||||||archeologici|||01/01/2007 00:00|
A.1798.02_V0|A.1798.02_V0|A.1798.02_V0|di fondazione|C|0|1|3310||||||di fondazione|||01/01/2007 00:00|
A.1798.03_V0|A.1798.03_V0|A.1798.03_V0|nell'ambito di lavori generali, v. voci dei gruppi 3100, 3200, 3300 e 3400|C|0|1|0510||||||nell'ambito di lavori generali, v. voci dei gruppi 3100, 3200, 3300 e 3400|||01/01/2007 00:00|
A.1799_V0|A.1799_V0|A.1799_V0|SCENOGRAFI|C|0|1|0540||||||SCENOGRAFI|||01/01/2007 00:00|
A.1799.01_V0|A.1799.01_V0|A.1799.01_V0|attrezzisti cinematografici e radiotelevisivi|C|0|1|0510||||||attrezzisti cinematografici e radiotelevisivi|||01/01/2007 00:00|
A.1799.02_V0|A.1799.02_V0|A.1799.02_V0|attrezzisti teatrali|C|0|1|0550||||||attrezzisti teatrali|||01/01/2007 00:00|
A.1800_V0|A.1800_V0|A.1800_V0|SCENOGRAFIE|S|0|1|||||||SCENOGRAFIE|||01/01/2007 00:00|
A.1800.01_V0|A.1800.01_V0|A.1800.01_V0|allestimento|C|0|1|0550||||||allestimento|||01/01/2007 00:00|
A.1801_V0|A.1801_V0|A.1801_V0|SCHIUMA|C|0|1|2191 2197||||||SCHIUMA|||01/01/2007 00:00|
A.1801.01_V0|A.1801.01_V0|A.1801.01_V0|espansa:|C|0|1|2195||||||espansa:|||01/01/2007 00:00|
A.1801.02.01_V0|A.1801.02.01_V0|A.1801.02.01_V0| - in materiale sintetico|C|0|1|2191            2197|||||| - in materiale sintetico|||01/01/2007 00:00|
A.1801.03.02_V0|A.1801.03.02_V0|A.1801.03.02_V0| - in gomma|C|0|1|0580|||||| - in gomma|||01/01/2007 00:00|
A.1802_V0|A.1802_V0|A.1802_V0|SCI|C|0|1|5221||||||SCI|||01/01/2007 00:00|
A.1802.01_V0|A.1802.01_V0|A.1802.01_V0|battitura piste da -|C|0|1|2197||||||battitura piste da -|||01/01/2007 00:00|
A.1802.02_V0|A.1802.02_V0|A.1802.02_V0|in legno|C|0|1|3110||||||in legno|||01/01/2007 00:00|
A.1802.03_V0|A.1802.03_V0|A.1802.03_V0|in materie plastiche|C|0|1|2197||||||in materie plastiche|||01/01/2007 00:00|
A.1802.04_V0|A.1802.04_V0|A.1802.04_V0|trampolini da - , fabbricazione|C|0|1|9110||||||trampolini da - , fabbricazione|||01/01/2007 00:00|
A.1803_V0|A.1803_V0|A.1803_V0|SCIOVIE|C|0|1|3330||||||SCIOVIE|||01/01/2007 00:00|
A.1803.01_V0|A.1803.01_V0|A.1803.01_V0|esercizio|C|0|1|9110||||||esercizio|||01/01/2007 00:00|
A.1803.02_V0|A.1803.02_V0|A.1803.02_V0|installazione impianti ed opere|C|0|1|1452||||||installazione impianti ed opere|||01/01/2007 00:00|
A.1804_V0|A.1804_V0|A.1804_V0|SCIROPPATI|C|0|1|1460||||||SCIROPPATI|||01/01/2007 00:00|
A.1804.01_V0|A.1804.01_V0|A.1804.01_V0|frutti -|C|0|1|6520||||||frutti -|||01/01/2007 00:00|
A.1805_V0|A.1805_V0|A.1805_V0|SCIROPPI|C|0|1|3210||||||SCIROPPI|||01/01/2007 00:00|
A.1806_V0|A.1806_V0|A.1806_V0|SCLEROMETRI|C|0|1|6520||||||SCLEROMETRI|||01/01/2007 00:00|
A.1807_V0|A.1807_V0|A.1807_V0|SCOGLIERE|C|0|1|2197||||||SCOGLIERE|||01/01/2007 00:00|
A.1808_V0|A.1808_V0|A.1808_V0|SCOPE|C|0|1|5313||||||SCOPE|||01/01/2007 00:00|
A.1808.01_V0|A.1808.01_V0|A.1808.01_V0|in materie plastiche|C|0|1|2197||||||in materie plastiche|||01/01/2007 00:00|
A.1808.02_V0|A.1808.02_V0|A.1808.02_V0|in materiali affini al legno|C|0|1|7360||||||in materiali affini al legno|||01/01/2007 00:00|
A.1809_V0|A.1809_V0|A.1809_V0|SCORIE|C|0|1|7272||||||SCORIE|||01/01/2007 00:00|
A.1809.01_V0|A.1809.01_V0|A.1809.01_V0|lana di -|C|0|1|6321||||||lana di -|||01/01/2007 00:00|
A.1809.02_V0|A.1809.02_V0|A.1809.02_V0|fabbricazione di materiali agglomerati|C|0|1|7272||||||fabbricazione di materiali agglomerati|||01/01/2007 00:00|
A.1810_V0|A.1810_V0|A.1810_V0|SCORTECCIATRICI|C|0|1|2165||||||SCORTECCIATRICI|||01/01/2007 00:00|
A.1811_V0|A.1811_V0|A.1811_V0|SCORZE|S|0|1|||||||SCORZE|||01/01/2007 00:00|
A.1811.01_V0|A.1811.01_V0|A.1811.01_V0|produzione estratti di -|C|0|1|2165||||||produzione estratti di -|||01/01/2007 00:00|
A.1812_V0|A.1812_V0|A.1812_V0|SCOTOLATURA|C|0|1|8111||||||SCOTOLATURA|||01/01/2007 00:00|
A.1812.01_V0|A.1812.01_V0|A.1812.01_V0|di fibre tessili vegetali (canapa, lino, juta, sisal e simili):|C|0|1|1111||||||di fibre tessili vegetali (canapa, lino, juta, sisal e simili):|||01/01/2007 00:00|
A.1812.02.01_V0|A.1812.02.01_V0|A.1812.02.01_V0| - negli opifici|C|0|1|8111|||||| - negli opifici|||01/01/2007 00:00|
A.1812.03.02_V0|A.1812.03.02_V0|A.1812.03.02_V0| - nelle aziende agricole|C|0|1|1420|||||| - nelle aziende agricole|||01/01/2007 00:00|
A.1813_V0|A.1813_V0|A.1813_V0|SCREMATURA|S|0|1|||||||SCREMATURA|||01/01/2007 00:00|
A.1813.01_V0|A.1813.01_V0|A.1813.01_V0|del latte|C|0|1|0580||||||del latte|||01/01/2007 00:00|
A.1814_V0|A.1814_V0|A.1814_V0|SCUDERIE|S|0|1|||||||SCUDERIE|||01/01/2007 00:00|
A.1814.01_V0|A.1814.01_V0|A.1814.01_V0|personale delle -|C|0|1|0580||||||personale delle -|||01/01/2007 00:00|
A.1815_V0|A.1815_V0|A.1815_V0|SCUOLE|C|0|1|9125||||||SCUOLE|||01/01/2007 00:00|
A.1815.01_V0|A.1815.01_V0|A.1815.01_V0|v. Corsi, professionali|S|0|1|||||||v. Corsi, professionali|||01/01/2007 00:00|
A.1815.02_V0|A.1815.02_V0|A.1815.02_V0|di guida automobilistica|C|0|1|6213||||||di guida automobilistica|||01/01/2007 00:00|
A.1816_V0|A.1816_V0|A.1816_V0|SCURI|S|0|1|||||||SCURI|||01/01/2007 00:00|
A.1816.01_V0|A.1816.01_V0|A.1816.01_V0|(attrezzi)|C|0|1|5222||||||(attrezzi)|||01/01/2007 00:00|
A.1817_V0|A.1817_V0|A.1817_V0|SECCHI|C|0|1|2197||||||SECCHI|||01/01/2007 00:00|
A.1817.01_V0|A.1817.01_V0|A.1817.01_V0|in legno|C|0|1|6222||||||in legno|||01/01/2007 00:00|
A.1817.02_V0|A.1817.02_V0|A.1817.02_V0|in materie plastiche|C|0|1|2197||||||in materie plastiche|||01/01/2007 00:00|
A.1817.03_V0|A.1817.03_V0|A.1817.03_V0|in metallo|C|0|1|8250||||||in metallo|||01/01/2007 00:00|
A.1818_V0|A.1818_V0|A.1818_V0|SEDIE|C|0|1|5212||||||SEDIE|||01/01/2007 00:00|
A.1818.01_V0|A.1818.01_V0|A.1818.01_V0|imbottitura e copertura con stoffe, pelli e similari|C|0|1|2197||||||imbottitura e copertura con stoffe, pelli e similari|||01/01/2007 00:00|
A.1818.02_V0|A.1818.02_V0|A.1818.02_V0|in legno|C|0|1|6215||||||in legno|||01/01/2007 00:00|
A.1818.03_V0|A.1818.03_V0|A.1818.03_V0|in materie plastiche|C|0|1|5312||||||in materie plastiche|||01/01/2007 00:00|
A.1818.04_V0|A.1818.04_V0|A.1818.04_V0|in metallo|C|0|1|6215||||||in metallo|||01/01/2007 00:00|
A.1818.05_V0|A.1818.05_V0|A.1818.05_V0|in vimini, bambù, canna d'India, ecc.|C|0|1|5312||||||in vimini, bambù, canna d'India, ecc.|||01/01/2007 00:00|
A.1819_V0|A.1819_V0|A.1819_V0|SEGAGIONE|C|0|1|1120||||||SEGAGIONE|||01/01/2007 00:00|
A.1819.01_V0|A.1819.01_V0|A.1819.01_V0|di tronchi di legno, manuale:|C|0|1|5111||||||di tronchi di legno, manuale:|||01/01/2007 00:00|
A.1819.02.01_V0|A.1819.02.01_V0|A.1819.02.01_V0| - sul posto dell'abbattimento o del taglio degli alberi|C|0|1|1120|||||| - sul posto dell'abbattimento o del taglio degli alberi|||01/01/2007 00:00|
A.1819.03.02_V0|A.1819.03.02_V0|A.1819.03.02_V0| - presso stabilimenti|C|0|1|5111|||||| - presso stabilimenti|||01/01/2007 00:00|
A.1819.04.03_V0|A.1819.04.03_V0|A.1819.04.03_V0| - di tronchi di legno, meccanica, sul posto di abbattimento o taglio degli alberi|C|0|1|1111|||||| - di tronchi di legno, meccanica, sul posto di abbattimento o taglio degli alberi|||01/01/2007 00:00|
A.1819.05_V0|A.1819.05_V0|A.1819.05_V0|di tronchi legno, meccanica:|C|0|1|5111||||||di tronchi legno, meccanica:|||01/01/2007 00:00|
A.1819.06.01_V0|A.1819.06.01_V0|A.1819.06.01_V0| - presso le aziende agricole (disboscamento)|C|0|1|1111|||||| - presso le aziende agricole (disboscamento)|||01/01/2007 00:00|
A.1819.07.02_V0|A.1819.07.02_V0|A.1819.07.02_V0| - presso stabilimenti|C|0|1|7261|||||| - presso stabilimenti|||01/01/2007 00:00|
A.1819.08_V0|A.1819.08_V0|A.1819.08_V0|v. anche Silvicoltura|S|0|1|||||||v. anche Silvicoltura|||01/01/2007 00:00|
A.1819.09_V0|A.1819.09_V0|A.1819.09_V0|di marmi o pietre ornamentali da blocchi di cava|C|0|1|6321||||||di marmi o pietre ornamentali da blocchi di cava|||01/01/2007 00:00|
A.1820_V0|A.1820_V0|A.1820_V0|SEGATRICI|S|0|1|||||||SEGATRICI|||01/01/2007 00:00|
A.1820.01_V0|A.1820.01_V0|A.1820.01_V0|alternative, a disco, a nastro, ecc.|C|0|1|5123||||||alternative, a disco, a nastro, ecc.|||01/01/2007 00:00|
A.1821_V0|A.1821_V0|A.1821_V0|SEGATURA|S|0|1|||||||SEGATURA|||01/01/2007 00:00|
A.1821.01_V0|A.1821.01_V0|A.1821.01_V0|(produzione a sé stante)|C|0|1|5123||||||(produzione a sé stante)|||01/01/2007 00:00|
A.1822_V0|A.1822_V0|A.1822_V0|SEGGIOLAME|S|0|1|||||||SEGGIOLAME|||01/01/2007 00:00|
A.1822.01_V0|A.1822.01_V0|A.1822.01_V0|v. Sedie|C|0|1|3330||||||v. Sedie|||01/01/2007 00:00|
A.1823_V0|A.1823_V0|A.1823_V0|SEGGIOVIE|C|0|1|9110||||||SEGGIOVIE|||01/01/2007 00:00|
A.1823.01_V0|A.1823.01_V0|A.1823.01_V0|installazione impianti per -|C|0|1|3330||||||installazione impianti per -|||01/01/2007 00:00|
A.1823.02_V0|A.1823.02_V0|A.1823.02_V0|esercizio di -|C|0|1|6214||||||esercizio di -|||01/01/2007 00:00|
A.1824_V0|A.1824_V0|A.1824_V0|SEGHE|C|0|1|6321||||||SEGHE|||01/01/2007 00:00|
A.1824.01_V0|A.1824.01_V0|A.1824.01_V0|lame per -|C|0|1|6214||||||lame per -|||01/01/2007 00:00|
A.1824.02_V0|A.1824.02_V0|A.1824.02_V0|meccaniche|C|0|1|6321||||||meccaniche|||01/01/2007 00:00|
A.1825_V0|A.1825_V0|A.1825_V0|SEGHERIE|S|0|1|||||||SEGHERIE|||01/01/2007 00:00|
A.1825.01_V0|A.1825.01_V0|A.1825.01_V0|v. Segagione|C|0|1|3323||||||v. Segagione|||01/01/2007 00:00|
A.1826_V0|A.1826_V0|A.1826_V0|SEGNALETICA|S|0|1|||||||SEGNALETICA|||01/01/2007 00:00|
A.1826.01_V0|A.1826.01_V0|A.1826.01_V0|stradale (orizzontale e verticale)|C|0|1|6212 6222||||||stradale (orizzontale e verticale)|||01/01/2007 00:00|
A.1827_V0|A.1827_V0|A.1827_V0|SEGNALI|C|0|1|6565||||||SEGNALI|||01/01/2007 00:00|
A.1827.01_V0|A.1827.01_V0|A.1827.01_V0|cartelli e incastellature per - ferroviari e stradali|C|0|1|6561 6590||||||cartelli e incastellature per - ferroviari e stradali|||01/01/2007 00:00|
A.1827.02_V0|A.1827.02_V0|A.1827.02_V0|apparecchi per - luminosi|C|0|1|4100||||||apparecchi per - luminosi|||01/01/2007 00:00|
A.1827.03_V0|A.1827.03_V0|A.1827.03_V0|apparati di comando per - luminosi|C|0|1|6561              6590||||||apparati di comando per - luminosi|||01/01/2007 00:00|
A.1827.04_V0|A.1827.04_V0|A.1827.04_V0|esercizio di - luminosi|C|0|1|4100||||||esercizio di - luminosi|||01/01/2007 00:00|
A.1827.05_V0|A.1827.05_V0|A.1827.05_V0|v. anche Boe, Fanali, Fari|C|0|1|2150||||||v. anche Boe, Fanali, Fari|||01/01/2007 00:00|
A.1828_V0|A.1828_V0|A.1828_V0|SEGO|S|0|1|||||||SEGO|||01/01/2007 00:00|
A.1828.01_V0|A.1828.01_V0|A.1828.01_V0|produzione di - e derivati|C|0|1|2150||||||produzione di - e derivati|||01/01/2007 00:00|
A.1829_V0|A.1829_V0|A.1829_V0|SELCIATURA|S|0|1|||||||SELCIATURA|||01/01/2007 00:00|
A.1829.01_V0|A.1829.01_V0|A.1829.01_V0|v. Pavimentazioni|C|0|1|6563||||||v. Pavimentazioni|||01/01/2007 00:00|
A.1830_V0|A.1830_V0|A.1830_V0|SELETTORI|C|0|1|6321||||||SELETTORI|||01/01/2007 00:00|
A.1830.01_V0|A.1830.01_V0|A.1830.01_V0|telefoni|C|0|1|6563||||||telefoni|||01/01/2007 00:00|
A.1831_V0|A.1831_V0|A.1831_V0|SELEZIONATRICI|C|0|1|6321||||||SELEZIONATRICI|||01/01/2007 00:00|
A.1832_V0|A.1832_V0|A.1832_V0|SELFACTING|C|0|1|2330||||||SELFACTING|||01/01/2007 00:00|
A.1832.01_V0|A.1832.01_V0|A.1832.01_V0|v. Filatoi|S|0|1|||||||v. Filatoi|||01/01/2007 00:00|
A.1833_V0|A.1833_V0|A.1833_V0|SELLAI|C|0|1|2330||||||SELLAI|||01/01/2007 00:00|
A.1834_V0|A.1834_V0|A.1834_V0|SELLE|C|0|1|5221||||||SELLE|||01/01/2007 00:00|
A.1834.01_V0|A.1834.01_V0|A.1834.01_V0|in cuoio|C|0|1|2330||||||in cuoio|||01/01/2007 00:00|
A.1834.02_V0|A.1834.02_V0|A.1834.02_V0|parti e accessori per - in legno|C|0|1|1411||||||parti e accessori per - in legno|||01/01/2007 00:00|
A.1835_V0|A.1835_V0|A.1835_V0|SELTZ|S|0|1|||||||SELTZ|||01/01/2007 00:00|
A.1835.01_V0|A.1835.01_V0|A.1835.01_V0|acqua di -|C|0|1|4100||||||acqua di -|||01/01/2007 00:00|
A.1836_V0|A.1836_V0|A.1836_V0|SEMAFORI|C|0|1|6590||||||SEMAFORI|||01/01/2007 00:00|
A.1836.01_V0|A.1836.01_V0|A.1836.01_V0|esercizio|C|0|1|4100||||||esercizio|||01/01/2007 00:00|
A.1836.02_V0|A.1836.02_V0|A.1836.02_V0|costruzione|C|0|1|6590||||||costruzione|||01/01/2007 00:00|
A.1837_V0|A.1837_V0|A.1837_V0|SEMAFORICHE|C|0|1|4100||||||SEMAFORICHE|||01/01/2007 00:00|
A.1837.01_V0|A.1837.01_V0|A.1837.01_V0|stazioni:|C|0|1|3630||||||stazioni:|||01/01/2007 00:00|
A.1837.02.01_V0|A.1837.02.01_V0|A.1837.02.01_V0| - esercizio|C|0|1|4100|||||| - esercizio|||01/01/2007 00:00|
A.1837.03.02_V0|A.1837.03.02_V0|A.1837.03.02_V0| - installazione|C|0|1|3630|||||| - installazione|||01/01/2007 00:00|
A.1838_V0|A.1838_V0|A.1838_V0|SEMENTI|C|0|1|1111||||||SEMENTI|||01/01/2007 00:00|
A.1838.01_V0|A.1838.01_V0|A.1838.01_V0|cernita, selezione, pulitura, miscelazione, ecc.:|C|0|1|9311||||||cernita, selezione, pulitura, miscelazione, ecc.:|||01/01/2007 00:00|
A.1838.02.01_V0|A.1838.02.01_V0|A.1838.02.01_V0| - presso aziende agricole|C|0|1|1111|||||| - presso aziende agricole|||01/01/2007 00:00|
A.1838.03.02_V0|A.1838.03.02_V0|A.1838.03.02_V0| - presso stabilimenti|C|0|1|9311|||||| - presso stabilimenti|||01/01/2007 00:00|
A.1838.04_V0|A.1838.04_V0|A.1838.04_V0|spargimento|C|0|1|7274||||||spargimento|||01/01/2007 00:00|
A.1839_V0|A.1839_V0|A.1839_V0|SEMICOKE|C|0|1|6321||||||SEMICOKE|||01/01/2007 00:00|
A.1839.01_V0|A.1839.01_V0|A.1839.01_V0|agglomerazione in mattonelle, ecc.|C|0|1|6321||||||agglomerazione in mattonelle, ecc.|||01/01/2007 00:00|
A.1840_V0|A.1840_V0|A.1840_V0|SEMINATRICI|C|0|1|1452||||||SEMINATRICI|||01/01/2007 00:00|
A.1841_V0|A.1841_V0|A.1841_V0|SEMOLATRICI|C|0|1|6321||||||SEMOLATRICI|||01/01/2007 00:00|
A.1842_V0|A.1842_V0|A.1842_V0|SENAPE|C|0|1|6321||||||SENAPE|||01/01/2007 00:00|
A.1843_V0|A.1843_V0|A.1843_V0|SEPARATORI|C|0|1|6217 6212||||||SEPARATORI|||01/01/2007 00:00|
A.1843.01_V0|A.1843.01_V0|A.1843.01_V0|(centrifughe e assimilabili)|C|0|1|6321||||||(centrifughe e assimilabili)|||01/01/2007 00:00|
A.1843.02_V0|A.1843.02_V0|A.1843.02_V0|statici|C|0|1|3231||||||statici|||01/01/2007 00:00|
A.1844_V0|A.1844_V0|A.1844_V0|SERBATOI|S|0|1|||||||SERBATOI|||01/01/2007 00:00|
A.1844.01_V0|A.1844.01_V0|A.1844.01_V0|per acquedotti|C|0|1|6217||||||per acquedotti|||01/01/2007 00:00|
A.1844.02_V0|A.1844.02_V0|A.1844.02_V0|in lamiera:|C|0|1|3630||||||in lamiera:|||01/01/2007 00:00|
A.1844.03.01_V0|A.1844.03.01_V0|A.1844.03.01_V0| - costruzione|C|0|1|2197|||||| - costruzione|||01/01/2007 00:00|
A.1844.04.02_V0|A.1844.04.02_V0|A.1844.04.02_V0| - installazione|C|0|1|2197|||||| - installazione|||01/01/2007 00:00|
A.1844.05_V0|A.1844.05_V0|A.1844.05_V0|in materiali compositi a matrice polimerica|C|0|1|6222||||||in materiali compositi a matrice polimerica|||01/01/2007 00:00|
A.1844.06_V0|A.1844.06_V0|A.1844.06_V0|in plastica|C|0|1|2197||||||in plastica|||01/01/2007 00:00|
A.1844.07_V0|A.1844.07_V0|A.1844.07_V0|per autoveicoli|C|0|1|2231||||||per autoveicoli|||01/01/2007 00:00|
A.1845_V0|A.1845_V0|A.1845_V0|SERIGRAFIA|S|0|1|||||||SERIGRAFIA|||01/01/2007 00:00|
A.1845.01_V0|A.1845.01_V0|A.1845.01_V0|laboratori di -|C|0|1|2231||||||laboratori di -|||01/01/2007 00:00|
A.1846_V0|A.1846_V0|A.1846_V0|SERRANDE|C|0|1|6215 ||||||SERRANDE|||01/01/2007 00:00|
A.1846.01_V0|A.1846.01_V0|A.1846.01_V0|v. Saracinesche|S|0|1|||||||v. Saracinesche|||01/01/2007 00:00|
A.1847_V0|A.1847_V0|A.1847_V0|SERRATURE|C|0|1|6215      ||||||SERRATURE|||01/01/2007 00:00|
A.1848_V0|A.1848_V0|A.1848_V0|SERRE|C|0|1|5111||||||SERRE|||01/01/2007 00:00|
A.1848.01_V0|A.1848.01_V0|A.1848.01_V0|fabbricazione di elementi per - :|C|0|1|2197||||||fabbricazione di elementi per - :|||01/01/2007 00:00|
A.1848.02.01_V0|A.1848.02.01_V0|A.1848.02.01_V0| - in legno|C|0|1|6212|||||| - in legno|||01/01/2007 00:00|
A.1848.03.02_V0|A.1848.03.02_V0|A.1848.03.02_V0| - in materie plastiche|C|0|1|1112|||||| - in materie plastiche|||01/01/2007 00:00|
A.1848.04.03_V0|A.1848.04.03_V0|A.1848.04.03_V0| - in metallo|C|0|1|3110|||||| - in metallo|||01/01/2007 00:00|
A.1848.05_V0|A.1848.05_V0|A.1848.05_V0|coltivazione in -|C|0|1|7350||||||coltivazione in -|||01/01/2007 00:00|
A.1848.06_V0|A.1848.06_V0|A.1848.06_V0|costruzione di -|C|0|1|3110||||||costruzione di -|||01/01/2007 00:00|
A.1848.07_V0|A.1848.07_V0|A.1848.07_V0|posa in opera delle vetrature|C|0|1|0721||||||posa in opera delle vetrature|||01/01/2007 00:00|
A.1849_V0|A.1849_V0|A.1849_V0|SERVIZIO|S|0|1|||||||SERVIZIO|||01/01/2007 00:00|
A.1849.01_V0|A.1849.01_V0|A.1849.01_V0|personale di - in genere|C|0|1|0721||||||personale di - in genere|||01/01/2007 00:00|
A.1850_V0|A.1850_V0|A.1850_V0|SERVOFRENI|C|0|1|6550||||||SERVOFRENI|||01/01/2007 00:00|
A.1850.01_V0|A.1850.01_V0|A.1850.01_V0|v. Freni|S|0|1|||||||v. Freni|||01/01/2007 00:00|
A.1851_V0|A.1851_V0|A.1851_V0|SESTANTI|C|0|1|6550||||||SESTANTI|||01/01/2007 00:00|
A.1852_V0|A.1852_V0|A.1852_V0|SETA|S|0|1|||||||SETA|||01/01/2007 00:00|
